og_coord,closest_coord,dist
"(2712.0, 5341.0)","(2712.0, 5320.0)",21.0
"(3616.0, 2924.0)","(3615.0, 2903.0)",21.024
"(3615.0, 2903.0)","(3616.0, 2924.0)",21.024
"(2705.0, 3751.0)","(2721.0, 3737.0)",21.26
"(2721.0, 3737.0)","(2705.0, 3751.0)",21.26
"(2176.0, 4887.0)","(2189.0, 4870.0)",21.401
"(2863.0, 3445.0)","(2882.0, 3435.0)",21.471
"(2882.0, 3435.0)","(2863.0, 3445.0)",21.471
"(2468.0, 5608.0)","(2473.0, 5587.0)",21.587
"(2473.0, 5587.0)","(2468.0, 5608.0)",21.587
"(1877.0, 6182.0)","(1860.0, 6168.0)",22.023
"(1860.0, 6168.0)","(1877.0, 6182.0)",22.023
"(3164.0, 3609.0)","(3176.0, 3590.0)",22.472
"(3176.0, 3590.0)","(3164.0, 3609.0)",22.472
"(1908.0, 6111.0)","(1893.0, 6094.0)",22.672
"(3717.0, 4641.0)","(3731.0, 4623.0)",22.804
"(2715.0, 4600.0)","(2696.0, 4587.0)",23.022
"(4028.0, 5936.0)","(4029.0, 5959.0)",23.022
"(2696.0, 4587.0)","(2715.0, 4600.0)",23.022
"(3867.0, 2448.0)","(3890.0, 2447.0)",23.022
"(4029.0, 5959.0)","(4028.0, 5936.0)",23.022
"(3586.0, 3322.0)","(3587.0, 3345.0)",23.022
"(3587.0, 3345.0)","(3586.0, 3322.0)",23.022
"(3890.0, 2447.0)","(3867.0, 2448.0)",23.022
"(3841.0, 3140.0)","(3829.0, 3120.0)",23.324
"(3829.0, 3120.0)","(3841.0, 3140.0)",23.324
"(4693.0, 2136.0)","(4709.0, 2153.0)",23.345
"(4709.0, 2153.0)","(4693.0, 2136.0)",23.345
"(1301.0, 9133.0)","(1323.0, 9141.0)",23.409
"(1323.0, 9141.0)","(1301.0, 9133.0)",23.409
"(3439.0, 4162.0)","(3463.0, 4166.0)",24.331
"(3463.0, 4166.0)","(3439.0, 4162.0)",24.331
"(1214.0, 8955.0)","(1191.0, 8947.0)",24.352
"(1289.0, 8793.0)","(1265.0, 8788.0)",24.515
"(1265.0, 8788.0)","(1289.0, 8793.0)",24.515
"(3878.0, 5548.0)","(3857.0, 5561.0)",24.698
"(3857.0, 5561.0)","(3878.0, 5548.0)",24.698
"(3853.0, 3112.0)","(3829.0, 3120.0)",25.298
"(1208.0, 9417.0)","(1190.0, 9435.0)",25.456
"(1190.0, 9435.0)","(1208.0, 9417.0)",25.456
"(3571.0, 5009.0)","(3589.0, 5028.0)",26.173
"(3589.0, 5028.0)","(3571.0, 5009.0)",26.173
"(2916.0, 4086.0)","(2939.0, 4099.0)",26.42
"(2939.0, 4099.0)","(2916.0, 4086.0)",26.42
"(3101.0, 3354.0)","(3092.0, 3329.0)",26.571
"(3092.0, 3329.0)","(3101.0, 3354.0)",26.571
"(2133.0, 5825.0)","(2159.0, 5818.0)",26.926
"(2159.0, 5818.0)","(2133.0, 5825.0)",26.926
"(1996.0, 7448.0)","(2022.0, 7440.0)",27.203
"(2022.0, 7440.0)","(1996.0, 7448.0)",27.203
"(3116.0, 4997.0)","(3110.0, 4970.0)",27.659
"(3110.0, 4970.0)","(3116.0, 4997.0)",27.659
"(3027.0, 5210.0)","(3027.0, 5238.0)",28.0
"(3027.0, 5238.0)","(3027.0, 5210.0)",28.0
"(4146.0, 2203.0)","(4144.0, 2231.0)",28.071
"(4144.0, 2231.0)","(4146.0, 2203.0)",28.071
"(2872.0, 5565.0)","(2886.0, 5590.0)",28.653
"(2886.0, 5590.0)","(2872.0, 5565.0)",28.653
"(4687.0, 2277.0)","(4715.0, 2285.0)",29.12
"(3986.0, 2379.0)","(4015.0, 2382.0)",29.155
"(4015.0, 2382.0)","(3986.0, 2379.0)",29.155
"(801.0, 8765.0)","(824.0, 8747.0)",29.206
"(824.0, 8747.0)","(801.0, 8765.0)",29.206
"(791.0, 7713.0)","(820.0, 7717.0)",29.275
"(820.0, 7717.0)","(791.0, 7713.0)",29.275
"(2211.0, 4890.0)","(2189.0, 4870.0)",29.732
"(2825.0, 3820.0)","(2806.0, 3844.0)",30.61
"(2806.0, 3844.0)","(2825.0, 3820.0)",30.61
"(3052.0, 5378.0)","(3021.0, 5379.0)",31.016
"(3021.0, 5379.0)","(3052.0, 5378.0)",31.016
"(1138.0, 7910.0)","(1164.0, 7893.0)",31.064
"(1164.0, 7893.0)","(1138.0, 7910.0)",31.064
"(2751.0, 5576.0)","(2738.0, 5547.0)",31.78
"(2738.0, 5547.0)","(2751.0, 5576.0)",31.78
"(1912.0, 6068.0)","(1893.0, 6094.0)",32.202
"(2933.0, 4131.0)","(2939.0, 4099.0)",32.558
"(3614.0, 4865.0)","(3581.0, 4864.0)",33.015
"(3581.0, 4864.0)","(3614.0, 4865.0)",33.015
"(1074.0, 9958.0)","(1072.0, 9925.0)",33.061
"(1072.0, 9925.0)","(1074.0, 9958.0)",33.061
"(3915.0, 3301.0)","(3944.0, 3317.0)",33.121
"(3944.0, 3317.0)","(3915.0, 3301.0)",33.121
"(3787.0, 3335.0)","(3766.0, 3361.0)",33.422
"(3766.0, 3361.0)","(3787.0, 3335.0)",33.422
"(3376.0, 5100.0)","(3405.0, 5083.0)",33.615
"(3405.0, 5083.0)","(3376.0, 5100.0)",33.615
"(2515.0, 4891.0)","(2539.0, 4915.0)",33.941
"(2539.0, 4915.0)","(2515.0, 4891.0)",33.941
"(3211.0, 3852.0)","(3180.0, 3838.0)",34.015
"(3180.0, 3838.0)","(3211.0, 3852.0)",34.015
"(1131.0, 8777.0)","(1111.0, 8805.0)",34.409
"(1111.0, 8805.0)","(1131.0, 8777.0)",34.409
"(3118.0, 3979.0)","(3084.0, 3973.0)",34.525
"(3084.0, 3973.0)","(3118.0, 3979.0)",34.525
"(2786.0, 4742.0)","(2767.0, 4771.0)",34.67
"(2767.0, 4771.0)","(2786.0, 4742.0)",34.67
"(3830.0, 5583.0)","(3857.0, 5561.0)",34.828
"(2973.0, 4820.0)","(2959.0, 4852.0)",34.928
"(2959.0, 4852.0)","(2973.0, 4820.0)",34.928
"(2179.0, 4922.0)","(2176.0, 4887.0)",35.128
"(2984.0, 4049.0)","(2988.0, 4014.0)",35.228
"(2988.0, 4014.0)","(2984.0, 4049.0)",35.228
"(5083.0, 1829.0)","(5100.0, 1860.0)",35.355
"(5100.0, 1860.0)","(5083.0, 1829.0)",35.355
"(4286.0, 2065.0)","(4258.0, 2087.0)",35.609
"(4258.0, 2087.0)","(4286.0, 2065.0)",35.609
"(3548.0, 3255.0)","(3519.0, 3234.0)",35.805
"(3519.0, 3234.0)","(3548.0, 3255.0)",35.805
"(2879.0, 4973.0)","(2909.0, 4993.0)",36.056
"(1497.0, 8350.0)","(1488.0, 8315.0)",36.139
"(1488.0, 8315.0)","(1497.0, 8350.0)",36.139
"(3257.0, 3598.0)","(3291.0, 3585.0)",36.401
"(3291.0, 3585.0)","(3257.0, 3598.0)",36.401
"(1085.0, 9891.0)","(1072.0, 9925.0)",36.401
"(900.0, 9001.0)","(897.0, 8964.0)",37.121
"(897.0, 8964.0)","(900.0, 9001.0)",37.121
"(3117.0, 3696.0)","(3154.0, 3691.0)",37.336
"(3154.0, 3691.0)","(3117.0, 3696.0)",37.336
"(1602.0, 8652.0)","(1577.0, 8680.0)",37.537
"(1577.0, 8680.0)","(1602.0, 8652.0)",37.537
"(3465.0, 4931.0)","(3454.0, 4967.0)",37.643
"(3454.0, 4967.0)","(3465.0, 4931.0)",37.643
"(3680.0, 3984.0)","(3712.0, 3964.0)",37.736
"(3712.0, 3964.0)","(3680.0, 3984.0)",37.736
"(3569.0, 3085.0)","(3595.0, 3113.0)",38.21
"(3605.0, 4428.0)","(3643.0, 4433.0)",38.328
"(3643.0, 4433.0)","(3605.0, 4428.0)",38.328
"(1916.0, 6718.0)","(1877.0, 6722.0)",39.205
"(1877.0, 6722.0)","(1916.0, 6718.0)",39.205
"(4024.0, 5885.0)","(4063.0, 5880.0)",39.319
"(4063.0, 5880.0)","(4024.0, 5885.0)",39.319
"(1976.0, 6550.0)","(2000.0, 6518.0)",40.0
"(2000.0, 6518.0)","(1976.0, 6550.0)",40.0
"(3514.0, 5281.0)","(3475.0, 5290.0)",40.025
"(3475.0, 5290.0)","(3514.0, 5281.0)",40.025
"(2858.0, 3797.0)","(2825.0, 3820.0)",40.224
"(3189.0, 3671.0)","(3154.0, 3691.0)",40.311
"(2931.0, 4508.0)","(2943.0, 4469.0)",40.804
"(2943.0, 4469.0)","(2931.0, 4508.0)",40.804
"(4069.0, 5931.0)","(4028.0, 5936.0)",41.304
"(2872.0, 3506.0)","(2831.0, 3513.0)",41.593
"(2831.0, 3513.0)","(2872.0, 3506.0)",41.593
"(3409.0, 2791.0)","(3440.0, 2819.0)",41.773
"(3440.0, 2819.0)","(3409.0, 2791.0)",41.773
"(3013.0, 5338.0)","(3021.0, 5379.0)",41.773
"(2450.0, 4887.0)","(2408.0, 4883.0)",42.19
"(2408.0, 4883.0)","(2450.0, 4887.0)",42.19
"(947.0, 9117.0)","(957.0, 9076.0)",42.202
"(1980.0, 7266.0)","(2005.0, 7232.0)",42.202
"(3797.0, 4571.0)","(3772.0, 4537.0)",42.202
"(3772.0, 4537.0)","(3797.0, 4571.0)",42.202
"(957.0, 9076.0)","(947.0, 9117.0)",42.202
"(2005.0, 7232.0)","(1980.0, 7266.0)",42.202
"(809.0, 9028.0)","(780.0, 8997.0)",42.45
"(780.0, 8997.0)","(809.0, 9028.0)",42.45
"(3178.0, 4160.0)","(3139.0, 4179.0)",43.382
"(3139.0, 4179.0)","(3178.0, 4160.0)",43.382
"(2035.0, 9233.0)","(1992.0, 9227.0)",43.417
"(1992.0, 9227.0)","(2035.0, 9233.0)",43.417
"(3585.0, 3278.0)","(3548.0, 3255.0)",43.566
"(4340.0, 2008.0)","(4352.0, 2050.0)",43.681
"(3734.0, 3646.0)","(3701.0, 3617.0)",43.932
"(3701.0, 3617.0)","(3734.0, 3646.0)",43.932
"(3116.0, 4234.0)","(3072.0, 4238.0)",44.181
"(3072.0, 4238.0)","(3116.0, 4234.0)",44.181
"(3278.0, 4034.0)","(3290.0, 4077.0)",44.643
"(3290.0, 4077.0)","(3278.0, 4034.0)",44.643
"(4412.0, 1878.0)","(4453.0, 1860.0)",44.777
"(4453.0, 1860.0)","(4412.0, 1878.0)",44.777
"(2547.0, 4732.0)","(2592.0, 4730.0)",45.044
"(2592.0, 4730.0)","(2547.0, 4732.0)",45.044
"(1061.0, 9261.0)","(1018.0, 9275.0)",45.222
"(1018.0, 9275.0)","(1061.0, 9261.0)",45.222
"(4618.0, 2383.0)","(4663.0, 2388.0)",45.277
"(4663.0, 2388.0)","(4618.0, 2383.0)",45.277
"(1950.0, 4911.0)","(1909.0, 4891.0)",45.618
"(4186.0, 2249.0)","(4144.0, 2231.0)",45.695
"(3080.0, 4850.0)","(3122.0, 4832.0)",45.695
"(3122.0, 4832.0)","(3080.0, 4850.0)",45.695
"(1861.0, 6679.0)","(1877.0, 6722.0)",45.88
"(1404.0, 9275.0)","(1358.0, 9273.0)",46.043
"(1358.0, 9273.0)","(1404.0, 9275.0)",46.043
"(2194.0, 5659.0)","(2213.0, 5701.0)",46.098
"(2213.0, 5701.0)","(2194.0, 5659.0)",46.098
"(3420.0, 3239.0)","(3462.0, 3258.0)",46.098
"(3462.0, 3258.0)","(3420.0, 3239.0)",46.098
"(3120.0, 3595.0)","(3164.0, 3609.0)",46.174
"(823.0, 9072.0)","(809.0, 9028.0)",46.174
"(2684.0, 4441.0)","(2692.0, 4395.0)",46.69
"(2692.0, 4395.0)","(2684.0, 4441.0)",46.69
"(3777.0, 4665.0)","(3744.0, 4631.0)",47.381
"(836.0, 8989.0)","(809.0, 9028.0)",47.434
"(3754.0, 2325.0)","(3766.0, 2371.0)",47.539
"(3766.0, 2371.0)","(3754.0, 2325.0)",47.539
"(2865.0, 4437.0)","(2820.0, 4453.0)",47.76
"(2820.0, 4453.0)","(2865.0, 4437.0)",47.76
"(2775.0, 5661.0)","(2727.0, 5666.0)",48.26
"(2727.0, 5666.0)","(2775.0, 5661.0)",48.26
"(3565.0, 3388.0)","(3587.0, 3345.0)",48.301
"(3097.0, 3443.0)","(3057.0, 3415.0)",48.826
"(3057.0, 3415.0)","(3097.0, 3443.0)",48.826
"(3837.0, 2897.0)","(3856.0, 2942.0)",48.847
"(3856.0, 2942.0)","(3837.0, 2897.0)",48.847
"(3067.0, 4994.0)","(3116.0, 4997.0)",49.092
"(3271.0, 3415.0)","(3237.0, 3379.0)",49.518
"(3237.0, 3379.0)","(3271.0, 3415.0)",49.518
"(4315.0, 1564.0)","(4362.0, 1547.0)",49.98
"(4362.0, 1547.0)","(4315.0, 1564.0)",49.98
"(1345.0, 9052.0)","(1296.0, 9042.0)",50.01
"(1296.0, 9042.0)","(1345.0, 9052.0)",50.01
"(4580.0, 2350.0)","(4618.0, 2383.0)",50.329
"(1999.0, 6046.0)","(1954.0, 6023.0)",50.537
"(1954.0, 6023.0)","(1999.0, 6046.0)",50.537
"(3900.0, 3132.0)","(3853.0, 3112.0)",51.078
"(973.0, 9300.0)","(1018.0, 9275.0)",51.478
"(2195.0, 5855.0)","(2159.0, 5818.0)",51.624
"(4001.0, 3683.0)","(3951.0, 3670.0)",51.662
"(3951.0, 3670.0)","(4001.0, 3683.0)",51.662
"(4068.0, 1295.0)","(4120.0, 1291.0)",52.154
"(946.0, 9833.0)","(931.0, 9883.0)",52.202
"(931.0, 9883.0)","(946.0, 9833.0)",52.202
"(2885.0, 3557.0)","(2872.0, 3506.0)",52.631
"(4900.0, 1922.0)","(4909.0, 1870.0)",52.773
"(4909.0, 1870.0)","(4900.0, 1922.0)",52.773
"(3087.0, 5043.0)","(3067.0, 4994.0)",52.924
"(3028.0, 4803.0)","(3027.0, 4750.0)",53.009
"(3027.0, 4750.0)","(3028.0, 4803.0)",53.009
"(4224.0, 1475.0)","(4226.0, 1528.0)",53.038
"(4226.0, 1528.0)","(4224.0, 1475.0)",53.038
"(2389.0, 5723.0)","(2353.0, 5762.0)",53.075
"(2353.0, 5762.0)","(2389.0, 5723.0)",53.075
"(4645.0, 2438.0)","(4663.0, 2388.0)",53.141
"(3418.0, 3751.0)","(3459.0, 3785.0)",53.263
"(3459.0, 3785.0)","(3418.0, 3751.0)",53.263
"(3257.0, 2728.0)","(3296.0, 2691.0)",53.759
"(3296.0, 2691.0)","(3257.0, 2728.0)",53.759
"(4381.0, 1834.0)","(4412.0, 1878.0)",53.824
"(4593.0, 2452.0)","(4645.0, 2438.0)",53.852
"(4855.0, 1952.0)","(4900.0, 1922.0)",54.083
"(2983.0, 4945.0)","(3001.0, 4894.0)",54.083
"(3001.0, 4894.0)","(2983.0, 4945.0)",54.083
"(1934.0, 6667.0)","(1916.0, 6718.0)",54.083
"(3016.0, 3670.0)","(2968.0, 3645.0)",54.12
"(2968.0, 3645.0)","(3016.0, 3670.0)",54.12
"(2605.0, 5513.0)","(2654.0, 5490.0)",54.129
"(2654.0, 5490.0)","(2605.0, 5513.0)",54.129
"(2623.0, 5274.0)","(2583.0, 5237.0)",54.489
"(2583.0, 5237.0)","(2623.0, 5274.0)",54.489
"(3805.0, 3535.0)","(3788.0, 3483.0)",54.708
"(3788.0, 3483.0)","(3805.0, 3535.0)",54.708
"(2807.0, 3573.0)","(2764.0, 3607.0)",54.818
"(4298.0, 1806.0)","(4345.0, 1777.0)",55.227
"(4345.0, 1777.0)","(4298.0, 1806.0)",55.227
"(3563.0, 2680.0)","(3520.0, 2715.0)",55.444
"(2937.0, 3424.0)","(2882.0, 3435.0)",56.089
"(1251.0, 9509.0)","(1196.0, 9521.0)",56.294
"(1196.0, 9521.0)","(1251.0, 9509.0)",56.294
"(3166.0, 3746.0)","(3154.0, 3691.0)",56.294
"(3685.0, 2719.0)","(3635.0, 2693.0)",56.356
"(3635.0, 2693.0)","(3685.0, 2719.0)",56.356
"(1014.0, 7746.0)","(1021.0, 7802.0)",56.436
"(1021.0, 7802.0)","(1014.0, 7746.0)",56.436
"(2765.0, 4689.0)","(2786.0, 4742.0)",57.009
"(2299.0, 5742.0)","(2353.0, 5762.0)",57.585
"(3273.0, 3735.0)","(3287.0, 3679.0)",57.723
"(3287.0, 3679.0)","(3273.0, 3735.0)",57.723
"(4346.0, 1335.0)","(4317.0, 1385.0)",57.801
"(4317.0, 1385.0)","(4346.0, 1335.0)",57.801
"(1250.0, 10057.0)","(1213.0, 10012.0)",58.258
"(3710.0, 3739.0)","(3707.0, 3798.0)",59.076
"(3707.0, 3798.0)","(3710.0, 3739.0)",59.076
"(5041.0, 2469.0)","(5016.0, 2523.0)",59.506
"(5016.0, 2523.0)","(5041.0, 2469.0)",59.506
"(1383.0, 9331.0)","(1404.0, 9275.0)",59.808
"(1925.0, 4833.0)","(1909.0, 4891.0)",60.166
"(2075.0, 5841.0)","(2133.0, 5825.0)",60.166
"(3131.0, 3493.0)","(3097.0, 3443.0)",60.465
"(964.0, 7823.0)","(1021.0, 7802.0)",60.745
"(2327.0, 5688.0)","(2299.0, 5742.0)",60.828
"(3843.0, 3311.0)","(3787.0, 3335.0)",60.926
"(3817.0, 3060.0)","(3829.0, 3120.0)",61.188
"(1350.0, 8788.0)","(1289.0, 8793.0)",61.205
"(3238.0, 5058.0)","(3196.0, 5103.0)",61.555
"(3196.0, 5103.0)","(3238.0, 5058.0)",61.555
"(2493.0, 4956.0)","(2539.0, 4915.0)",61.62
"(2966.0, 3583.0)","(2968.0, 3645.0)",62.032
"(3088.0, 5487.0)","(3108.0, 5428.0)",62.298
"(3166.0, 5451.0)","(3108.0, 5428.0)",62.394
"(2251.0, 5633.0)","(2194.0, 5659.0)",62.65
"(2946.0, 3486.0)","(2937.0, 3424.0)",62.65
"(3468.0, 4029.0)","(3414.0, 4061.0)",62.769
"(941.0, 9202.0)","(887.0, 9234.0)",62.769
"(3414.0, 4061.0)","(3468.0, 4029.0)",62.769
"(887.0, 9234.0)","(941.0, 9202.0)",62.769
"(2862.0, 4118.0)","(2916.0, 4086.0)",62.769
"(612.0, 8904.0)","(567.0, 8948.0)",62.936
"(567.0, 8948.0)","(612.0, 8904.0)",62.936
"(2349.0, 5629.0)","(2327.0, 5688.0)",62.968
"(1812.0, 6094.0)","(1875.0, 6092.0)",63.032
"(2074.0, 4953.0)","(2123.0, 4912.0)",63.891
"(3339.0, 2739.0)","(3296.0, 2691.0)",64.444
"(3659.0, 3054.0)","(3723.0, 3044.0)",64.777
"(3723.0, 3044.0)","(3659.0, 3054.0)",64.777
"(3434.0, 3175.0)","(3420.0, 3239.0)",65.513
"(3224.0, 5420.0)","(3166.0, 5451.0)",65.765
"(2719.0, 4497.0)","(2684.0, 4441.0)",66.038
"(2496.0, 5022.0)","(2493.0, 4956.0)",66.068
"(3488.0, 3966.0)","(3468.0, 4029.0)",66.098
"(5075.0, 2553.0)","(5016.0, 2523.0)",66.189
"(3906.0, 4511.0)","(3866.0, 4458.0)",66.4
"(3866.0, 4458.0)","(3906.0, 4511.0)",66.4
"(4631.0, 2160.0)","(4693.0, 2136.0)",66.483
"(3011.0, 3465.0)","(3057.0, 3415.0)",67.941
"(4036.0, 941.0)","(3996.0, 996.0)",68.007
"(3996.0, 996.0)","(4036.0, 941.0)",68.007
"(1869.0, 6555.0)","(1914.0, 6504.0)",68.015
"(1914.0, 6504.0)","(1869.0, 6555.0)",68.015
"(3379.0, 4805.0)","(3407.0, 4867.0)",68.029
"(3407.0, 4867.0)","(3379.0, 4805.0)",68.029
"(1316.0, 8152.0)","(1272.0, 8100.0)",68.118
"(1272.0, 8100.0)","(1316.0, 8152.0)",68.118
"(3956.0, 2464.0)","(3890.0, 2447.0)",68.154
"(2291.0, 4823.0)","(2258.0, 4763.0)",68.476
"(2258.0, 4763.0)","(2291.0, 4823.0)",68.476
"(1081.0, 7769.0)","(1021.0, 7802.0)",68.476
"(744.0, 8804.0)","(801.0, 8765.0)",69.065
"(2117.0, 5896.0)","(2075.0, 5841.0)",69.203
"(1446.0, 8463.0)","(1438.0, 8394.0)",69.462
"(1438.0, 8394.0)","(1446.0, 8463.0)",69.462
"(900.0, 9946.0)","(931.0, 9883.0)",70.214
"(2956.0, 3356.0)","(2937.0, 3424.0)",70.605
"(4394.0, 2148.0)","(4447.0, 2197.0)",72.18
"(4447.0, 2197.0)","(4394.0, 2148.0)",72.18
"(4521.0, 2459.0)","(4593.0, 2452.0)",72.339
"(1107.0, 8937.0)","(1180.0, 8944.0)",73.335
"(2363.0, 5557.0)","(2349.0, 5629.0)",73.348
"(3559.0, 4589.0)","(3528.0, 4522.0)",73.824
"(3528.0, 4522.0)","(3559.0, 4589.0)",73.824
"(3214.0, 5324.0)","(3256.0, 5263.0)",74.061
"(3256.0, 5263.0)","(3214.0, 5324.0)",74.061
"(3688.0, 2890.0)","(3615.0, 2903.0)",74.148
"(1321.0, 8719.0)","(1350.0, 8788.0)",74.847
"(3792.0, 2447.0)","(3867.0, 2448.0)",75.007
"(3895.0, 4233.0)","(3822.0, 4252.0)",75.432
"(3822.0, 4252.0)","(3895.0, 4233.0)",75.432
"(3537.0, 4780.0)","(3473.0, 4740.0)",75.472
"(3473.0, 4740.0)","(3537.0, 4780.0)",75.472
"(3784.0, 2775.0)","(3859.0, 2784.0)",75.538
"(3462.0, 2915.0)","(3405.0, 2865.0)",75.822
"(3207.0, 3456.0)","(3271.0, 3415.0)",76.007
"(4729.0, 2426.0)","(4663.0, 2388.0)",76.158
"(3065.0, 3532.0)","(3131.0, 3493.0)",76.662
"(3349.0, 2635.0)","(3296.0, 2691.0)",77.104
"(1814.0, 6769.0)","(1877.0, 6722.0)",78.6
"(3679.0, 2349.0)","(3754.0, 2325.0)",78.746
"(3492.0, 5036.0)","(3454.0, 4967.0)",78.772
"(4162.0, 2125.0)","(4146.0, 2203.0)",79.624
"(2948.0, 5413.0)","(3021.0, 5379.0)",80.529
"(1320.0, 8868.0)","(1289.0, 8793.0)",81.154
"(5055.0, 2275.0)","(5041.0, 2355.0)",81.216
"(5041.0, 2355.0)","(5055.0, 2275.0)",81.216
"(3503.0, 3576.0)","(3549.0, 3509.0)",81.271
"(3549.0, 3509.0)","(3503.0, 3576.0)",81.271
"(3297.0, 5384.0)","(3224.0, 5420.0)",81.394
"(4240.0, 1339.0)","(4251.0, 1258.0)",81.744
"(4251.0, 1258.0)","(4240.0, 1339.0)",81.744
"(1938.0, 7185.0)","(2005.0, 7232.0)",81.841
"(3572.0, 4706.0)","(3537.0, 4780.0)",81.86
"(1779.0, 6182.0)","(1860.0, 6168.0)",82.201
"(3947.0, 3448.0)","(4026.0, 3424.0)",82.565
"(4026.0, 3424.0)","(3947.0, 3448.0)",82.565
"(1737.0, 6799.0)","(1814.0, 6769.0)",82.638
"(1528.0, 8475.0)","(1446.0, 8463.0)",82.873
"(3200.0, 3992.0)","(3118.0, 3979.0)",83.024
"(924.0, 8476.0)","(962.0, 8550.0)",83.187
"(962.0, 8550.0)","(924.0, 8476.0)",83.187
"(1974.0, 7110.0)","(1938.0, 7185.0)",83.193
"(3693.0, 3534.0)","(3701.0, 3617.0)",83.385
"(3596.0, 2359.0)","(3679.0, 2349.0)",83.6
"(1235.0, 8025.0)","(1272.0, 8100.0)",83.63
"(4876.0, 2348.0)","(4840.0, 2271.0)",85.0
"(3889.0, 4783.0)","(3892.0, 4698.0)",85.053
"(3892.0, 4698.0)","(3889.0, 4783.0)",85.053
"(861.0, 9153.0)","(887.0, 9234.0)",85.071
"(3622.0, 5311.0)","(3590.0, 5232.0)",85.235
"(3590.0, 5232.0)","(3622.0, 5311.0)",85.235
"(954.0, 9748.0)","(946.0, 9833.0)",85.376
"(3616.0, 3606.0)","(3701.0, 3617.0)",85.709
"(1200.0, 9285.0)","(1115.0, 9296.0)",85.709
"(1218.0, 9079.0)","(1296.0, 9042.0)",86.331
"(1262.0, 9349.0)","(1208.0, 9417.0)",86.833
"(4710.0, 1802.0)","(4681.0, 1884.0)",86.977
