og_coord,closest_coord,dist
"(2526.0, 5279.0)","(2536.0, 5295.0)",18.868
"(2536.0, 5295.0)","(2526.0, 5279.0)",18.868
"(1828.0, 7042.0)","(1816.0, 7027.0)",19.209
"(1816.0, 7027.0)","(1828.0, 7042.0)",19.209
"(1984.0, 6804.0)","(1968.0, 6793.0)",19.416
"(1968.0, 6793.0)","(1984.0, 6804.0)",19.416
"(3836.0, 5666.0)","(3855.0, 5660.0)",19.925
"(3855.0, 5660.0)","(3836.0, 5666.0)",19.925
"(2945.0, 3685.0)","(2948.0, 3665.0)",20.224
"(2948.0, 3665.0)","(2945.0, 3685.0)",20.224
"(3066.0, 5303.0)","(3054.0, 5286.0)",20.809
"(3054.0, 5286.0)","(3066.0, 5303.0)",20.809
"(1368.0, 8187.0)","(1348.0, 8179.0)",21.541
"(1348.0, 8179.0)","(1368.0, 8187.0)",21.541
"(3405.0, 5386.0)","(3396.0, 5366.0)",21.932
"(3396.0, 5366.0)","(3405.0, 5386.0)",21.932
"(1102.0, 8187.0)","(1095.0, 8166.0)",22.136
"(1095.0, 8166.0)","(1102.0, 8187.0)",22.136
"(1076.0, 9543.0)","(1083.0, 9522.0)",22.136
"(929.0, 8910.0)","(933.0, 8932.0)",22.361
"(4489.0, 2042.0)","(4473.0, 2025.0)",23.345
"(4473.0, 2025.0)","(4489.0, 2042.0)",23.345
"(3898.0, 3892.0)","(3915.0, 3876.0)",23.345
"(3915.0, 3876.0)","(3898.0, 3892.0)",23.345
"(3930.0, 5622.0)","(3952.0, 5631.0)",23.77
"(3952.0, 5631.0)","(3930.0, 5622.0)",23.77
"(1118.0, 9965.0)","(1099.0, 9980.0)",24.207
"(1099.0, 9980.0)","(1118.0, 9965.0)",24.207
"(3665.0, 2888.0)","(3678.0, 2909.0)",24.698
"(3678.0, 2909.0)","(3665.0, 2888.0)",24.698
"(3473.0, 5014.0)","(3454.0, 4998.0)",24.839
"(3454.0, 4998.0)","(3473.0, 5014.0)",24.839
"(1228.0, 10056.0)","(1221.0, 10032.0)",25.0
"(1221.0, 10032.0)","(1228.0, 10056.0)",25.0
"(3803.0, 5303.0)","(3811.0, 5279.0)",25.298
"(3811.0, 5279.0)","(3803.0, 5303.0)",25.298
"(909.0, 7734.0)","(884.0, 7738.0)",25.318
"(884.0, 7738.0)","(909.0, 7734.0)",25.318
"(2669.0, 5565.0)","(2675.0, 5590.0)",25.71
"(2675.0, 5590.0)","(2669.0, 5565.0)",25.71
"(4397.0, 1486.0)","(4385.0, 1461.0)",27.731
"(4385.0, 1461.0)","(4397.0, 1486.0)",27.731
"(3465.0, 4972.0)","(3454.0, 4998.0)",28.231
"(941.0, 9351.0)","(947.0, 9323.0)",28.636
"(947.0, 9323.0)","(941.0, 9351.0)",28.636
"(1053.0, 8660.0)","(1025.0, 8669.0)",29.411
"(1025.0, 8669.0)","(1053.0, 8660.0)",29.411
"(4336.0, 2277.0)","(4352.0, 2302.0)",29.682
"(4352.0, 2302.0)","(4336.0, 2277.0)",29.682
"(1127.0, 7765.0)","(1157.0, 7768.0)",30.15
"(1157.0, 7768.0)","(1127.0, 7765.0)",30.15
"(3781.0, 5324.0)","(3803.0, 5303.0)",30.414
"(1160.0, 9577.0)","(1186.0, 9593.0)",30.529
"(1186.0, 9593.0)","(1160.0, 9577.0)",30.529
"(4917.0, 2138.0)","(4946.0, 2128.0)",30.676
"(4946.0, 2128.0)","(4917.0, 2138.0)",30.676
"(4615.0, 2093.0)","(4640.0, 2111.0)",30.806
"(4640.0, 2111.0)","(4615.0, 2093.0)",30.806
"(3251.0, 5083.0)","(3243.0, 5053.0)",31.048
"(3563.0, 5134.0)","(3570.0, 5103.0)",31.78
"(3570.0, 5103.0)","(3563.0, 5134.0)",31.78
"(1351.0, 8214.0)","(1368.0, 8187.0)",31.906
"(3539.0, 3300.0)","(3559.0, 3325.0)",32.016
"(3559.0, 3325.0)","(3539.0, 3300.0)",32.016
"(3817.0, 5640.0)","(3836.0, 5666.0)",32.202
"(3782.0, 2578.0)","(3811.0, 2564.0)",32.202
"(3811.0, 2564.0)","(3782.0, 2578.0)",32.202
"(5060.0, 2347.0)","(5056.0, 2379.0)",32.249
"(5056.0, 2379.0)","(5060.0, 2347.0)",32.249
"(3714.0, 5125.0)","(3684.0, 5113.0)",32.311
"(3684.0, 5113.0)","(3714.0, 5125.0)",32.311
"(1209.0, 8560.0)","(1224.0, 8531.0)",32.65
"(1224.0, 8531.0)","(1209.0, 8560.0)",32.65
"(3746.0, 4548.0)","(3759.0, 4518.0)",32.696
"(3759.0, 4518.0)","(3746.0, 4548.0)",32.696
"(1195.0, 9792.0)","(1169.0, 9812.0)",32.802
"(1169.0, 9812.0)","(1195.0, 9792.0)",32.802
"(1012.0, 8871.0)","(1025.0, 8902.0)",33.615
"(1025.0, 8902.0)","(1012.0, 8871.0)",33.615
"(917.0, 9375.0)","(941.0, 9351.0)",33.941
"(4022.0, 3490.0)","(4052.0, 3474.0)",34.0
"(3667.0, 4620.0)","(3683.0, 4650.0)",34.0
"(4052.0, 3474.0)","(4022.0, 3490.0)",34.0
"(3683.0, 4650.0)","(3667.0, 4620.0)",34.0
"(1117.0, 9520.0)","(1083.0, 9522.0)",34.059
"(1941.0, 6814.0)","(1968.0, 6793.0)",34.205
"(3638.0, 4691.0)","(3633.0, 4657.0)",34.366
"(3633.0, 4657.0)","(3638.0, 4691.0)",34.366
"(914.0, 9777.0)","(901.0, 9745.0)",34.54
"(901.0, 9745.0)","(914.0, 9777.0)",34.54
"(2779.0, 5190.0)","(2793.0, 5158.0)",34.928
"(4365.0, 2063.0)","(4373.0, 2029.0)",34.928
"(4373.0, 2029.0)","(4365.0, 2063.0)",34.928
"(2793.0, 5158.0)","(2779.0, 5190.0)",34.928
"(3318.0, 4077.0)","(3295.0, 4050.0)",35.468
"(3295.0, 4050.0)","(3318.0, 4077.0)",35.468
"(2634.0, 5572.0)","(2669.0, 5565.0)",35.693
"(3090.0, 5082.0)","(3093.0, 5046.0)",36.125
"(3093.0, 5046.0)","(3090.0, 5082.0)",36.125
"(3213.0, 4044.0)","(3219.0, 4008.0)",36.497
"(3219.0, 4008.0)","(3213.0, 4044.0)",36.497
"(3808.0, 3866.0)","(3801.0, 3902.0)",36.674
"(3801.0, 3902.0)","(3808.0, 3866.0)",36.674
"(2661.0, 5236.0)","(2686.0, 5209.0)",36.797
"(946.0, 7729.0)","(909.0, 7734.0)",37.336
"(4490.0, 2116.0)","(4471.0, 2083.0)",38.079
"(4471.0, 2083.0)","(4490.0, 2116.0)",38.079
"(1091.0, 8612.0)","(1100.0, 8649.0)",38.079
"(1100.0, 8649.0)","(1091.0, 8612.0)",38.079
"(932.0, 7693.0)","(946.0, 7729.0)",38.626
"(3935.0, 4412.0)","(3897.0, 4404.0)",38.833
"(3897.0, 4404.0)","(3935.0, 4412.0)",38.833
"(4517.0, 2015.0)","(4489.0, 2042.0)",38.897
"(4639.0, 2162.0)","(4677.0, 2172.0)",39.294
"(4677.0, 2172.0)","(4639.0, 2162.0)",39.294
"(1015.0, 9371.0)","(1025.0, 9333.0)",39.294
"(1025.0, 9333.0)","(1015.0, 9371.0)",39.294
"(3669.0, 5190.0)","(3708.0, 5183.0)",39.623
"(3708.0, 5183.0)","(3669.0, 5190.0)",39.623
"(4428.0, 1712.0)","(4390.0, 1700.0)",39.85
"(4390.0, 1700.0)","(4428.0, 1712.0)",39.85
"(1023.0, 9083.0)","(1049.0, 9114.0)",40.46
"(1049.0, 9114.0)","(1023.0, 9083.0)",40.46
"(3482.0, 2349.0)","(3521.0, 2338.0)",40.522
"(3521.0, 2338.0)","(3482.0, 2349.0)",40.522
"(3366.0, 3483.0)","(3374.0, 3523.0)",40.792
"(3374.0, 3523.0)","(3366.0, 3483.0)",40.792
"(989.0, 8141.0)","(1029.0, 8132.0)",41.0
"(2228.0, 5813.0)","(2188.0, 5804.0)",41.0
"(1029.0, 8132.0)","(989.0, 8141.0)",41.0
"(2188.0, 5804.0)","(2228.0, 5813.0)",41.0
"(3595.0, 5160.0)","(3563.0, 5134.0)",41.231
"(1062.0, 8106.0)","(1029.0, 8132.0)",42.012
"(3479.0, 4131.0)","(3438.0, 4141.0)",42.202
"(3438.0, 4141.0)","(3479.0, 4131.0)",42.202
"(3026.0, 5254.0)","(3054.0, 5286.0)",42.521
"(1110.0, 9455.0)","(1143.0, 9482.0)",42.638
"(1143.0, 9482.0)","(1110.0, 9455.0)",42.638
"(3755.0, 4078.0)","(3762.0, 4035.0)",43.566
"(3762.0, 4035.0)","(3755.0, 4078.0)",43.566
"(3948.0, 3483.0)","(3958.0, 3440.0)",44.147
"(4896.0, 2058.0)","(4891.0, 2102.0)",44.283
"(4891.0, 2102.0)","(4896.0, 2058.0)",44.283
"(3776.0, 4477.0)","(3759.0, 4518.0)",44.385
"(3621.0, 2696.0)","(3665.0, 2690.0)",44.407
"(3665.0, 2690.0)","(3621.0, 2696.0)",44.407
"(3923.0, 4455.0)","(3935.0, 4412.0)",44.643
"(989.0, 9112.0)","(1023.0, 9083.0)",44.688
"(2042.0, 9231.0)","(2059.0, 9273.0)",45.31
"(3513.0, 4099.0)","(3479.0, 4131.0)",46.69
"(2116.0, 7500.0)","(2072.0, 7483.0)",47.17
"(2072.0, 7483.0)","(2116.0, 7500.0)",47.17
"(3644.0, 5250.0)","(3597.0, 5254.0)",47.17
"(3597.0, 5254.0)","(3644.0, 5250.0)",47.17
"(3472.0, 3554.0)","(3444.0, 3592.0)",47.202
"(3444.0, 3592.0)","(3472.0, 3554.0)",47.202
"(3668.0, 3906.0)","(3621.0, 3901.0)",47.265
"(3621.0, 3901.0)","(3668.0, 3906.0)",47.265
"(3616.0, 2997.0)","(3654.0, 2968.0)",47.802
"(3727.0, 4169.0)","(3726.0, 4121.0)",48.01
"(3726.0, 4121.0)","(3727.0, 4169.0)",48.01
"(3845.0, 3243.0)","(3890.0, 3226.0)",48.104
"(3890.0, 3226.0)","(3845.0, 3243.0)",48.104
"(2716.0, 5554.0)","(2669.0, 5565.0)",48.27
"(2875.0, 3597.0)","(2921.0, 3612.0)",48.384
"(2921.0, 3612.0)","(2875.0, 3597.0)",48.384
"(776.0, 9780.0)","(804.0, 9820.0)",48.826
"(804.0, 9820.0)","(776.0, 9780.0)",48.826
"(2649.0, 5427.0)","(2664.0, 5380.0)",49.336
"(2664.0, 5380.0)","(2649.0, 5427.0)",49.336
"(3773.0, 3831.0)","(3808.0, 3866.0)",49.497
"(893.0, 9822.0)","(914.0, 9777.0)",49.659
"(4336.0, 1452.0)","(4385.0, 1461.0)",49.82
"(2114.0, 4931.0)","(2072.0, 4904.0)",49.93
"(2072.0, 4904.0)","(2114.0, 4931.0)",49.93
"(3108.0, 5274.0)","(3148.0, 5304.0)",50.0
"(3148.0, 5304.0)","(3108.0, 5274.0)",50.0
"(4478.0, 1715.0)","(4428.0, 1712.0)",50.09
"(4381.0, 2255.0)","(4336.0, 2277.0)",50.09
"(3437.0, 2689.0)","(3399.0, 2722.0)",50.329
"(3399.0, 2722.0)","(3437.0, 2689.0)",50.329
"(3745.0, 3079.0)","(3793.0, 3095.0)",50.596
"(3793.0, 3095.0)","(3745.0, 3079.0)",50.596
"(3734.0, 3864.0)","(3773.0, 3831.0)",51.088
"(3772.0, 4240.0)","(3723.0, 4255.0)",51.245
"(799.0, 9871.0)","(804.0, 9820.0)",51.245
"(3723.0, 4255.0)","(3772.0, 4240.0)",51.245
"(4096.0, 1427.0)","(4114.0, 1475.0)",51.264
"(4114.0, 1475.0)","(4096.0, 1427.0)",51.264
"(4394.0, 2332.0)","(4352.0, 2302.0)",51.614
"(4216.0, 1349.0)","(4208.0, 1298.0)",51.624
"(4208.0, 1298.0)","(4216.0, 1349.0)",51.624
"(810.0, 9741.0)","(776.0, 9780.0)",51.74
"(3209.0, 3318.0)","(3158.0, 3308.0)",51.971
"(3158.0, 3308.0)","(3209.0, 3318.0)",51.971
"(3999.0, 2591.0)","(3997.0, 2539.0)",52.038
"(3997.0, 2539.0)","(3999.0, 2591.0)",52.038
"(2673.0, 5642.0)","(2675.0, 5590.0)",52.038
"(3742.0, 2226.0)","(3789.0, 2249.0)",52.326
"(3789.0, 2249.0)","(3742.0, 2226.0)",52.326
"(931.0, 8515.0)","(952.0, 8563.0)",52.393
"(952.0, 8563.0)","(931.0, 8515.0)",52.393
"(3727.0, 4457.0)","(3776.0, 4477.0)",52.924
"(1416.0, 9301.0)","(1417.0, 9354.0)",53.009
"(850.0, 8832.0)","(903.0, 8831.0)",53.009
"(903.0, 8831.0)","(850.0, 8832.0)",53.009
"(3386.0, 5205.0)","(3425.0, 5241.0)",53.075
"(3425.0, 5241.0)","(3386.0, 5205.0)",53.075
"(3915.0, 4211.0)","(3867.0, 4234.0)",53.226
"(3867.0, 4234.0)","(3915.0, 4211.0)",53.226
"(3813.0, 4274.0)","(3772.0, 4240.0)",53.263
"(2525.0, 5536.0)","(2538.0, 5483.0)",54.571
"(2538.0, 5483.0)","(2525.0, 5536.0)",54.571
"(998.0, 7852.0)","(967.0, 7807.0)",54.644
"(967.0, 7807.0)","(998.0, 7852.0)",54.644
"(4999.0, 2233.0)","(4955.0, 2200.0)",55.0
"(1055.0, 9452.0)","(1110.0, 9455.0)",55.082
"(1111.0, 9910.0)","(1118.0, 9965.0)",55.444
"(3519.0, 5081.0)","(3570.0, 5103.0)",55.543
"(4456.0, 1664.0)","(4478.0, 1715.0)",55.543
"(4283.0, 1469.0)","(4336.0, 1452.0)",55.66
"(2258.0, 5766.0)","(2228.0, 5813.0)",55.758
"(3625.0, 2849.0)","(3665.0, 2888.0)",55.866
"(2098.0, 9231.0)","(2042.0, 9231.0)",56.0
"(1826.0, 6565.0)","(1791.0, 6609.0)",56.223
"(1791.0, 6609.0)","(1826.0, 6565.0)",56.223
"(3578.0, 4669.0)","(3633.0, 4657.0)",56.294
"(3568.0, 4821.0)","(3584.0, 4875.0)",56.321
"(3584.0, 4875.0)","(3568.0, 4821.0)",56.321
"(3372.0, 3651.0)","(3328.0, 3687.0)",56.851
"(3328.0, 3687.0)","(3372.0, 3651.0)",56.851
"(3429.0, 3847.0)","(3483.0, 3829.0)",56.921
"(3483.0, 3829.0)","(3429.0, 3847.0)",56.921
"(4918.0, 2401.0)","(4863.0, 2385.0)",57.28
"(4863.0, 2385.0)","(4918.0, 2401.0)",57.28
"(3240.0, 3613.0)","(3278.0, 3656.0)",57.385
"(3278.0, 3656.0)","(3240.0, 3613.0)",57.385
"(3728.0, 2558.0)","(3782.0, 2578.0)",57.585
"(1306.0, 8250.0)","(1351.0, 8214.0)",57.628
"(3606.0, 5311.0)","(3597.0, 5254.0)",57.706
"(3688.0, 4547.0)","(3746.0, 4548.0)",58.009
"(5006.0, 2025.0)","(5010.0, 1967.0)",58.138
"(5010.0, 1967.0)","(5006.0, 2025.0)",58.138
"(3844.0, 3123.0)","(3793.0, 3095.0)",58.181
"(2905.0, 4818.0)","(2963.0, 4812.0)",58.31
"(2604.0, 4595.0)","(2558.0, 4631.0)",58.412
"(2558.0, 4631.0)","(2604.0, 4595.0)",58.412
"(2591.0, 4770.0)","(2539.0, 4797.0)",58.592
"(3321.0, 4136.0)","(3318.0, 4077.0)",59.076
"(3320.0, 2279.0)","(3261.0, 2274.0)",59.211
"(3261.0, 2274.0)","(3320.0, 2279.0)",59.211
"(2060.0, 7425.0)","(2072.0, 7483.0)",59.228
"(2515.0, 4590.0)","(2558.0, 4631.0)",59.414
"(2662.0, 5121.0)","(2718.0, 5141.0)",59.464
"(2718.0, 5141.0)","(2662.0, 5121.0)",59.464
"(3773.0, 2478.0)","(3826.0, 2505.0)",59.481
"(3826.0, 2505.0)","(3773.0, 2478.0)",59.481
"(2280.0, 5060.0)","(2288.0, 5001.0)",59.54
"(2288.0, 5001.0)","(2280.0, 5060.0)",59.54
"(4013.0, 3601.0)","(3964.0, 3567.0)",59.641
"(3964.0, 3567.0)","(4013.0, 3601.0)",59.641
"(1036.0, 8052.0)","(1062.0, 8106.0)",59.933
"(3673.0, 2813.0)","(3625.0, 2849.0)",60.0
"(788.0, 9082.0)","(843.0, 9058.0)",60.008
"(843.0, 9058.0)","(788.0, 9082.0)",60.008
"(3481.0, 5218.0)","(3425.0, 5241.0)",60.539
"(3012.0, 3686.0)","(3072.0, 3695.0)",60.671
"(3072.0, 3695.0)","(3012.0, 3686.0)",60.671
"(3646.0, 2398.0)","(3665.0, 2340.0)",61.033
"(3665.0, 2340.0)","(3646.0, 2398.0)",61.033
"(2121.0, 7429.0)","(2060.0, 7425.0)",61.131
"(3311.0, 3991.0)","(3295.0, 4050.0)",61.131
"(4000.0, 1096.0)","(3977.0, 1039.0)",61.465
"(3977.0, 1039.0)","(4000.0, 1096.0)",61.465
"(3474.0, 4051.0)","(3513.0, 4099.0)",61.847
"(864.0, 9601.0)","(863.0, 9663.0)",62.008
"(863.0, 9663.0)","(864.0, 9601.0)",62.008
"(1205.0, 9479.0)","(1143.0, 9482.0)",62.073
"(4404.0, 2394.0)","(4394.0, 2332.0)",62.801
"(5190.0, 1976.0)","(5129.0, 1961.0)",62.817
"(5129.0, 1961.0)","(5190.0, 1976.0)",62.817
"(1172.0, 9926.0)","(1111.0, 9910.0)",63.063
"(3171.0, 5245.0)","(3148.0, 5304.0)",63.325
"(3874.0, 2557.0)","(3811.0, 2564.0)",63.388
"(3574.0, 2811.0)","(3625.0, 2849.0)",63.6
"(3476.0, 3291.0)","(3539.0, 3300.0)",63.64
"(3202.0, 5003.0)","(3249.0, 5046.0)",63.702
"(1304.0, 8977.0)","(1294.0, 9040.0)",63.789
"(1294.0, 9040.0)","(1304.0, 8977.0)",63.789
"(964.0, 9261.0)","(947.0, 9323.0)",64.288
"(2736.0, 5079.0)","(2718.0, 5141.0)",64.56
"(4447.0, 1443.0)","(4385.0, 1461.0)",64.56
"(3533.0, 3787.0)","(3483.0, 3829.0)",65.299
"(894.0, 9017.0)","(843.0, 9058.0)",65.437
"(1877.0, 7342.0)","(1853.0, 7403.0)",65.552
"(4268.0, 1533.0)","(4283.0, 1469.0)",65.734
"(3071.0, 5369.0)","(3066.0, 5303.0)",66.189
"(1071.0, 9037.0)","(1023.0, 9083.0)",66.483
"(3792.0, 5138.0)","(3851.0, 5107.0)",66.648
"(3851.0, 5107.0)","(3792.0, 5138.0)",66.648
"(1457.0, 8517.0)","(1513.0, 8554.0)",67.119
"(1513.0, 8554.0)","(1457.0, 8517.0)",67.119
"(850.0, 9535.0)","(864.0, 9601.0)",67.469
"(1793.0, 7460.0)","(1779.0, 7394.0)",67.469
"(1779.0, 7394.0)","(1793.0, 7460.0)",67.469
"(4151.0, 1549.0)","(4184.0, 1608.0)",67.602
"(4184.0, 1608.0)","(4151.0, 1549.0)",67.602
"(3712.0, 3661.0)","(3780.0, 3660.0)",68.007
"(923.0, 8625.0)","(952.0, 8563.0)",68.447
"(3674.0, 2217.0)","(3742.0, 2226.0)",68.593
"(4271.0, 1390.0)","(4216.0, 1349.0)",68.6
"(3256.0, 2597.0)","(3321.0, 2619.0)",68.622
"(3321.0, 2619.0)","(3256.0, 2597.0)",68.622
"(4664.0, 2426.0)","(4659.0, 2495.0)",69.181
"(4659.0, 2495.0)","(4664.0, 2426.0)",69.181
"(2741.0, 5489.0)","(2716.0, 5554.0)",69.642
"(2433.0, 5482.0)","(2390.0, 5537.0)",69.814
"(2390.0, 5537.0)","(2433.0, 5482.0)",69.814
"(3691.0, 4864.0)","(3703.0, 4933.0)",70.036
"(3703.0, 4933.0)","(3691.0, 4864.0)",70.036
"(2508.0, 5014.0)","(2555.0, 4962.0)",70.093
"(2555.0, 4962.0)","(2508.0, 5014.0)",70.093
"(1029.0, 8739.0)","(1025.0, 8669.0)",70.114
"(4018.0, 2419.0)","(3954.0, 2449.0)",70.682
"(3954.0, 2449.0)","(4018.0, 2419.0)",70.682
"(2003.0, 9387.0)","(2039.0, 9448.0)",70.831
"(4046.0, 1022.0)","(3977.0, 1039.0)",71.063
"(3923.0, 3788.0)","(3900.0, 3720.0)",71.784
"(3900.0, 3720.0)","(3923.0, 3788.0)",71.784
"(1224.0, 9057.0)","(1294.0, 9040.0)",72.035
"(3133.0, 3469.0)","(3147.0, 3540.0)",72.367
"(3147.0, 3540.0)","(3133.0, 3469.0)",72.367
"(3701.0, 5295.0)","(3644.0, 5250.0)",72.622
"(3067.0, 3410.0)","(3017.0, 3463.0)",72.863
"(3017.0, 3463.0)","(3067.0, 3410.0)",72.863
"(2918.0, 3891.0)","(2887.0, 3825.0)",72.918
"(2887.0, 3825.0)","(2918.0, 3891.0)",72.918
"(1869.0, 6831.0)","(1941.0, 6814.0)",73.98
"(4342.0, 2191.0)","(4381.0, 2255.0)",74.947
"(3605.0, 2295.0)","(3665.0, 2340.0)",75.0
"(1484.0, 8356.0)","(1476.0, 8431.0)",75.425
"(1476.0, 8431.0)","(1484.0, 8356.0)",75.425
"(4499.0, 1808.0)","(4563.0, 1768.0)",75.472
"(4563.0, 1768.0)","(4499.0, 1808.0)",75.472
"(2740.0, 5382.0)","(2664.0, 5380.0)",76.026
"(4820.0, 2166.0)","(4761.0, 2118.0)",76.059
"(4761.0, 2118.0)","(4820.0, 2166.0)",76.059
"(913.0, 8137.0)","(989.0, 8141.0)",76.105
"(1449.0, 8288.0)","(1484.0, 8356.0)",76.479
"(2146.0, 5740.0)","(2188.0, 5804.0)",76.551
"(2998.0, 4742.0)","(2969.0, 4813.0)",76.694
"(3866.0, 4507.0)","(3923.0, 4455.0)",77.156
"(3399.0, 4032.0)","(3474.0, 4051.0)",77.369
"(3547.0, 3032.0)","(3616.0, 2997.0)",77.369
"(5003.0, 2470.0)","(5027.0, 2544.0)",77.795
"(5027.0, 2544.0)","(5003.0, 2470.0)",77.795
"(1152.0, 10074.0)","(1228.0, 10056.0)",78.102
"(1722.0, 7495.0)","(1793.0, 7460.0)",79.158
"(2800.0, 4483.0)","(2868.0, 4441.0)",79.925
"(2868.0, 4441.0)","(2800.0, 4483.0)",79.925
"(3511.0, 3389.0)","(3559.0, 3325.0)",80.0
"(3648.0, 4470.0)","(3727.0, 4457.0)",80.062
"(4832.0, 1776.0)","(4767.0, 1823.0)",80.212
"(4767.0, 1823.0)","(4832.0, 1776.0)",80.212
"(4079.0, 1110.0)","(4000.0, 1096.0)",80.231
"(4347.0, 1768.0)","(4390.0, 1700.0)",80.455
"(3092.0, 3773.0)","(3072.0, 3695.0)",80.523
"(2955.0, 3765.0)","(2945.0, 3685.0)",80.623
"(3217.0, 4912.0)","(3136.0, 4917.0)",81.154
"(3136.0, 4917.0)","(3217.0, 4912.0)",81.154
"(3073.0, 3852.0)","(3092.0, 3773.0)",81.253
"(3866.0, 2638.0)","(3874.0, 2557.0)",81.394
"(1900.0, 7080.0)","(1828.0, 7042.0)",81.413
"(2515.0, 4891.0)","(2555.0, 4962.0)",81.492
"(3645.0, 4111.0)","(3726.0, 4121.0)",81.615
"(1136.0, 8818.0)","(1119.0, 8738.0)",81.786
"(1119.0, 8738.0)","(1136.0, 8818.0)",81.786
"(1043.0, 10050.0)","(1001.0, 9979.0)",82.492
"(3430.0, 3711.0)","(3372.0, 3651.0)",83.451
"(4477.0, 2341.0)","(4394.0, 2332.0)",83.487
"(1874.0, 6366.0)","(1947.0, 6407.0)",83.726
"(1947.0, 6407.0)","(1874.0, 6366.0)",83.726
"(2646.0, 4680.0)","(2698.0, 4614.0)",84.024
"(2698.0, 4614.0)","(2646.0, 4680.0)",84.024
"(3922.0, 3304.0)","(3890.0, 3226.0)",84.309
"(1427.0, 5045.0)","(1419.0, 5129.0)",84.38
"(3514.0, 4728.0)","(3466.0, 4657.0)",85.703
"(3466.0, 4657.0)","(3514.0, 4728.0)",85.703
"(980.0, 9883.0)","(1007.0, 9965.0)",86.331
"(3631.0, 3373.0)","(3559.0, 3325.0)",86.533
"(916.0, 9479.0)","(850.0, 9535.0)",86.556
"(2621.0, 4905.0)","(2555.0, 4962.0)",87.207
"(1369.0, 8323.0)","(1449.0, 8288.0)",87.321
"(2426.0, 5699.0)","(2509.0, 5729.0)",88.255
"(2509.0, 5729.0)","(2426.0, 5699.0)",88.255
"(3901.0, 2366.0)","(3957.0, 2296.0)",89.644
"(3957.0, 2296.0)","(3901.0, 2366.0)",89.644
