X,Y,cluster_id
1843.0,9283.0,107
3463.0,4654.0,108
3441.0,4687.0,108
4019.0,3006.0,109
2389.0,4835.0,110
1934.0,6683.0,111
2383.0,4602.0,112
3243.0,5063.0,113
2344.0,4752.0,114
2349.0,4752.0,114
3279.0,2226.0,115
3262.0,2220.0,115
2083.0,5966.0,116
2064.0,5990.0,116
1015.0,9465.0,117
1009.0,9479.0,117
3696.0,4439.0,118
3676.0,4423.0,118
3037.0,3254.0,119
3020.0,3268.0,119
1076.0,9095.0,120
1058.0,9112.0,120
1075.0,9127.0,120
2922.0,5453.0,121
2911.0,5451.0,121
4923.0,2106.0,122
4288.0,1709.0,123
4701.0,1951.0,124
4618.0,1655.0,125
4604.0,1655.0,125
3928.0,4233.0,126
3945.0,4201.0,126
3565.0,5138.0,127
2830.0,4990.0,128
3788.0,5072.0,129
3773.0,5067.0,129
4596.0,1957.0,130
1092.0,9987.0,131
3824.0,3439.0,132
1266.0,7893.0,133
3626.0,4181.0,134
783.0,9854.0,135
796.0,9870.0,135
815.0,9858.0,135
3590.0,4080.0,136
4463.0,2209.0,137
2893.0,4884.0,138
2916.0,4905.0,138
2888.0,4866.0,138
1914.0,6095.0,139
4544.0,2267.0,140
4562.0,2244.0,140
4546.0,2292.0,140
4525.0,2245.0,140
889.0,9684.0,141
2737.0,4790.0,142
3125.0,4724.0,143
3859.0,4202.0,144
3844.0,4179.0,144
1780.0,7395.0,145
4523.0,1768.0,146
913.0,8443.0,147
1073.0,7675.0,148
1106.0,7656.0,148
3315.0,4929.0,149
3466.0,2752.0,150
4595.0,2058.0,151
3933.0,4332.0,152
3896.0,4333.0,152
3950.0,4333.0,152
3811.0,2315.0,153
1737.0,4916.0,154
1762.0,4893.0,154
3777.0,3350.0,155
3333.0,2409.0,156
880.0,8763.0,157
4440.0,2270.0,158
2348.0,4917.0,159
2344.0,4914.0,159
3350.0,2497.0,160
1133.0,8220.0,161
1403.0,5127.0,162
4707.0,2476.0,163
2601.0,4524.0,164
4356.0,1329.0,165
3494.0,3633.0,166
1984.0,7391.0,167
2006.0,7418.0,167
3336.0,3643.0,168
2585.0,5650.0,169
3851.0,2358.0,170
1236.0,7658.0,171
3705.0,4782.0,172
2280.0,4902.0,173
3900.0,2252.0,174
3390.0,3662.0,175
1127.0,8937.0,176
2803.0,3875.0,177
2797.0,3878.0,177
3227.0,5213.0,178
3220.0,5263.0,178
3219.0,5238.0,178
923.0,8184.0,179
899.0,8176.0,179
3221.0,3397.0,180
3195.0,3399.0,180
1108.0,9405.0,181
1251.0,8033.0,182
928.0,8586.0,183
3942.0,3670.0,184
984.0,7910.0,185
1469.0,8335.0,186
3235.0,3305.0,187
4070.0,6099.0,188
1206.0,9270.0,189
4413.0,1960.0,190
4033.0,1251.0,191
2303.0,4849.0,192
3995.0,2245.0,193
4460.0,1535.0,194
4940.0,1766.0,195
1163.0,8980.0,196
2754.0,5193.0,197
3628.0,3065.0,198
4870.0,1889.0,199
5012.0,1910.0,200
1817.0,6688.0,201
1370.0,8490.0,202
2765.0,4430.0,203
3166.0,4802.0,204
4186.0,1636.0,205
3507.0,4709.0,206
4759.0,2440.0,207
3784.0,4214.0,208
1300.0,9695.0,209
3081.0,5464.0,210
1797.0,6294.0,211
1023.0,8013.0,212
883.0,8902.0,213
2434.0,4737.0,214
2579.0,4432.0,215
1239.0,8086.0,216
3189.0,2529.0,217
2132.0,5693.0,218
3787.0,3212.0,219
2300.0,4680.0,220
2217.0,5659.0,221
3871.0,5281.0,222
3418.0,5063.0,223
3010.0,4013.0,224
3912.0,2854.0,225
3219.0,4982.0,226
5229.0,1767.0,227
3311.0,2664.0,228
2492.0,5263.0,229
3990.0,2883.0,230
5037.0,2495.0,231
3362.0,2225.0,232
2108.0,5858.0,233
1683.0,4878.0,234
3870.0,2688.0,235
2657.0,5311.0,236
2617.0,5225.0,237
3805.0,5329.0,238
3768.0,2624.0,239
1288.0,8157.0,240
989.0,9946.0,241
2906.0,3532.0,242
1753.0,9093.0,243
3743.0,4904.0,244
1226.0,10076.0,245
2206.0,5736.0,246
5139.0,2616.0,247
3665.0,3007.0,248
4266.0,1289.0,249
4510.0,1843.0,250
3207.0,5160.0,251
4515.0,2356.0,252
2585.0,4850.0,253
3133.0,5409.0,254
390.0,7861.0,255
2007.0,6878.0,256
1239.0,8983.0,257
3816.0,4578.0,258
1964.0,6940.0,259
1475.0,5106.0,260
3505.0,3976.0,261
2791.0,4893.0,262
2878.0,5205.0,263
4243.0,1129.0,264
3667.0,4647.0,265
1105.0,9332.0,266
2682.0,5100.0,267
3699.0,2253.0,268
2456.0,4903.0,269
3770.0,2239.0,270
988.0,9808.0,271
3651.0,3994.0,272
4258.0,1638.0,273
3284.0,3558.0,274
3087.0,3422.0,275
2856.0,4802.0,276
1772.0,6123.0,277
3675.0,2940.0,278
1360.0,8938.0,279
3767.0,4408.0,280
1109.0,8732.0,281
1053.0,8134.0,282
1309.0,8738.0,283
3011.0,5294.0,284
3000.0,5224.0,285
2045.0,9247.0,286
2440.0,4476.0,287
3005.0,3708.0,288
1317.0,7594.0,289
3286.0,2486.0,290
1858.0,6055.0,291
2667.0,4780.0,292
3356.0,3557.0,293
3112.0,3850.0,294
975.0,9879.0,295
4481.0,1600.0,296
1132.0,7759.0,297
2954.0,5020.0,298
4352.0,2328.0,299
1085.0,8041.0,300
2310.0,5008.0,301
3983.0,2437.0,302
5185.0,2416.0,303
3916.0,2427.0,304
2717.0,4889.0,305
3833.0,4421.0,306
3444.0,5233.0,307
2869.0,5278.0,308
3915.0,3317.0,309
4435.0,2056.0,310
1212.0,8923.0,311
2873.0,3416.0,312
3742.0,4531.0,313
3163.0,4014.0,314
2855.0,4243.0,315
4486.0,2015.0,316
3106.0,5185.0,317
3796.0,3556.0,318
694.0,7756.0,319
1835.0,6201.0,320
3528.0,4528.0,321
3532.0,5070.0,322
4321.0,2064.0,323
818.0,7771.0,324
3123.0,3535.0,325
1078.0,8668.0,326
3467.0,5296.0,327
3487.0,2466.0,328
2603.0,5707.0,329
1256.0,7831.0,330
822.0,9343.0,331
3552.0,4030.0,332
3198.0,3868.0,333
978.0,9242.0,334
1109.0,9617.0,335
2990.0,3623.0,336
3282.0,4107.0,337
3838.0,4315.0,338
3653.0,3358.0,339
3654.0,4754.0,340
1175.0,10006.0,341
3691.0,3505.0,342
1586.0,4985.0,343
3702.0,4721.0,344
3290.0,3718.0,345
3052.0,4053.0,346
894.0,9499.0,347
3278.0,3643.0,348
5016.0,2378.0,349
3258.0,3866.0,350
2012.0,7248.0,351
3281.0,3814.0,352
2834.0,5433.0,353
1201.0,9098.0,354
1077.0,9844.0,355
2303.0,5671.0,356
1477.0,8476.0,357
3686.0,3560.0,358
2809.0,4071.0,359
1448.0,8386.0,360
2678.0,5658.0,361
1993.0,9169.0,362
979.0,7794.0,363
3897.0,3443.0,364
3384.0,2786.0,365
4267.0,2276.0,366
2903.0,4268.0,367
4937.0,1820.0,368
