og_coord,closest_coord,dist
"(2026.0, 7467.0)","(2044.0, 7473.0)",18.974
"(2044.0, 7473.0)","(2026.0, 7467.0)",18.974
"(2974.0, 3814.0)","(2978.0, 3794.0)",20.396
"(2978.0, 3794.0)","(2974.0, 3814.0)",20.396
"(3415.0, 4621.0)","(3420.0, 4641.0)",20.616
"(2862.0, 4103.0)","(2882.0, 4098.0)",20.616
"(3420.0, 4641.0)","(3415.0, 4621.0)",20.616
"(2882.0, 4098.0)","(2862.0, 4103.0)",20.616
"(3439.0, 3975.0)","(3426.0, 3991.0)",20.616
"(4632.0, 1725.0)","(4645.0, 1742.0)",21.401
"(3409.0, 3978.0)","(3426.0, 3991.0)",21.401
"(4645.0, 1742.0)","(4632.0, 1725.0)",21.401
"(3766.0, 5023.0)","(3744.0, 5020.0)",22.204
"(3744.0, 5020.0)","(3766.0, 5023.0)",22.204
"(3245.0, 5325.0)","(3235.0, 5305.0)",22.361
"(3235.0, 5305.0)","(3245.0, 5325.0)",22.361
"(1994.0, 9160.0)","(1982.0, 9179.0)",22.472
"(1982.0, 9179.0)","(1994.0, 9160.0)",22.472
"(1892.0, 6877.0)","(1914.0, 6872.0)",22.561
"(2797.0, 3621.0)","(2792.0, 3643.0)",22.561
"(2792.0, 3643.0)","(2797.0, 3621.0)",22.561
"(1914.0, 6872.0)","(1892.0, 6877.0)",22.561
"(2914.0, 3587.0)","(2899.0, 3570.0)",22.672
"(2899.0, 3570.0)","(2914.0, 3587.0)",22.672
"(3720.0, 2534.0)","(3698.0, 2528.0)",22.804
"(1941.0, 6098.0)","(1935.0, 6120.0)",22.804
"(1935.0, 6120.0)","(1941.0, 6098.0)",22.804
"(3698.0, 2528.0)","(3720.0, 2534.0)",22.804
"(904.0, 8992.0)","(890.0, 9010.0)",22.804
"(890.0, 9010.0)","(904.0, 8992.0)",22.804
"(3815.0, 2936.0)","(3797.0, 2950.0)",22.804
"(3797.0, 2950.0)","(3815.0, 2936.0)",22.804
"(987.0, 7974.0)","(990.0, 7950.0)",24.187
"(990.0, 7950.0)","(987.0, 7974.0)",24.187
"(3851.0, 4886.0)","(3862.0, 4908.0)",24.597
"(3862.0, 4908.0)","(3851.0, 4886.0)",24.597
"(5167.0, 1999.0)","(5149.0, 2016.0)",24.759
"(5149.0, 2016.0)","(5167.0, 1999.0)",24.759
"(2598.0, 4721.0)","(2574.0, 4714.0)",25.0
"(2574.0, 4714.0)","(2598.0, 4721.0)",25.0
"(3820.0, 3817.0)","(3838.0, 3799.0)",25.456
"(3838.0, 3799.0)","(3820.0, 3817.0)",25.456
"(4208.0, 1303.0)","(4225.0, 1322.0)",25.495
"(4225.0, 1322.0)","(4208.0, 1303.0)",25.495
"(2223.0, 4826.0)","(2249.0, 4827.0)",26.019
"(2249.0, 4827.0)","(2223.0, 4826.0)",26.019
"(3021.0, 3327.0)","(2995.0, 3325.0)",26.077
"(2995.0, 3325.0)","(3021.0, 3327.0)",26.077
"(1486.0, 5079.0)","(1495.0, 5054.0)",26.571
"(1495.0, 5054.0)","(1486.0, 5079.0)",26.571
"(3454.0, 4160.0)","(3427.0, 4159.0)",27.019
"(3427.0, 4159.0)","(3454.0, 4160.0)",27.019
"(4669.0, 1755.0)","(4645.0, 1742.0)",27.295
"(2983.0, 3840.0)","(2974.0, 3814.0)",27.514
"(5203.0, 1748.0)","(5229.0, 1757.0)",27.514
"(5229.0, 1757.0)","(5203.0, 1748.0)",27.514
"(2521.0, 4682.0)","(2547.0, 4692.0)",27.857
"(2547.0, 4692.0)","(2521.0, 4682.0)",27.857
"(3361.0, 5255.0)","(3333.0, 5252.0)",28.16
"(3333.0, 5252.0)","(3361.0, 5255.0)",28.16
"(1255.0, 8358.0)","(1266.0, 8332.0)",28.231
"(2731.0, 5380.0)","(2720.0, 5406.0)",28.231
"(2720.0, 5406.0)","(2731.0, 5380.0)",28.231
"(1839.0, 7401.0)","(1815.0, 7386.0)",28.302
"(1815.0, 7386.0)","(1839.0, 7401.0)",28.302
"(3233.0, 3376.0)","(3255.0, 3358.0)",28.425
"(2887.0, 5320.0)","(2879.0, 5348.0)",29.12
"(2879.0, 5348.0)","(2887.0, 5320.0)",29.12
"(2458.0, 5532.0)","(2429.0, 5528.0)",29.275
"(2429.0, 5528.0)","(2458.0, 5532.0)",29.275
"(3044.0, 5342.0)","(3020.0, 5359.0)",29.411
"(3020.0, 5359.0)","(3044.0, 5342.0)",29.411
"(2646.0, 5561.0)","(2673.0, 5548.0)",29.967
"(2673.0, 5548.0)","(2646.0, 5561.0)",29.967
"(2908.0, 5357.0)","(2879.0, 5348.0)",30.364
"(3466.0, 3289.0)","(3459.0, 3319.0)",30.806
"(3091.0, 4788.0)","(3066.0, 4770.0)",30.806
"(3066.0, 4770.0)","(3091.0, 4788.0)",30.806
"(3459.0, 3319.0)","(3466.0, 3289.0)",30.806
"(3204.0, 3949.0)","(3232.0, 3962.0)",30.871
"(3232.0, 3962.0)","(3204.0, 3949.0)",30.871
"(1267.0, 9592.0)","(1239.0, 9578.0)",31.305
"(1239.0, 9578.0)","(1267.0, 9592.0)",31.305
"(4417.0, 1747.0)","(4447.0, 1756.0)",31.321
"(4447.0, 1756.0)","(4417.0, 1747.0)",31.321
"(2424.0, 5497.0)","(2429.0, 5528.0)",31.401
"(1323.0, 8202.0)","(1354.0, 8194.0)",32.016
"(2957.0, 5186.0)","(2925.0, 5181.0)",32.388
"(2925.0, 5181.0)","(2957.0, 5186.0)",32.388
"(2339.0, 5024.0)","(2360.0, 5049.0)",32.65
"(2360.0, 5049.0)","(2339.0, 5024.0)",32.65
"(3242.0, 4806.0)","(3272.0, 4793.0)",32.696
"(5104.0, 1859.0)","(5093.0, 1828.0)",32.894
"(5093.0, 1828.0)","(5104.0, 1859.0)",32.894
"(3835.0, 4927.0)","(3862.0, 4908.0)",33.015
"(3418.0, 3568.0)","(3451.0, 3571.0)",33.136
"(3225.0, 5042.0)","(3235.0, 5010.0)",33.526
"(3235.0, 5010.0)","(3225.0, 5042.0)",33.526
"(3851.0, 4452.0)","(3820.0, 4438.0)",34.015
"(3820.0, 4438.0)","(3851.0, 4452.0)",34.015
"(3774.0, 5202.0)","(3742.0, 5214.0)",34.176
"(3742.0, 5214.0)","(3774.0, 5202.0)",34.176
"(3235.0, 3279.0)","(3263.0, 3299.0)",34.409
"(3263.0, 3299.0)","(3235.0, 3279.0)",34.409
"(890.0, 9045.0)","(890.0, 9010.0)",35.0
"(2934.0, 5061.0)","(2903.0, 5044.0)",35.355
"(2903.0, 5044.0)","(2934.0, 5061.0)",35.355
"(3840.0, 5142.0)","(3807.0, 5129.0)",35.468
"(3807.0, 5129.0)","(3840.0, 5142.0)",35.468
"(3778.0, 3638.0)","(3808.0, 3619.0)",35.511
"(3808.0, 3619.0)","(3778.0, 3638.0)",35.511
"(2824.0, 3659.0)","(2792.0, 3643.0)",35.777
"(1355.0, 8524.0)","(1335.0, 8554.0)",36.056
"(1335.0, 8554.0)","(1355.0, 8524.0)",36.056
"(2827.0, 5257.0)","(2801.0, 5232.0)",36.069
"(2801.0, 5232.0)","(2827.0, 5257.0)",36.069
"(2018.0, 9133.0)","(1994.0, 9160.0)",36.125
"(4029.0, 3133.0)","(4038.0, 3168.0)",36.139
"(4341.0, 1814.0)","(4336.0, 1778.0)",36.346
"(4336.0, 1778.0)","(4341.0, 1814.0)",36.346
"(3914.0, 3850.0)","(3904.0, 3885.0)",36.401
"(3904.0, 3885.0)","(3914.0, 3850.0)",36.401
"(1251.0, 8235.0)","(1237.0, 8269.0)",36.77
"(1237.0, 8269.0)","(1251.0, 8235.0)",36.77
"(3180.0, 3977.0)","(3204.0, 3949.0)",36.878
"(3801.0, 2223.0)","(3764.0, 2224.0)",37.014
"(4203.0, 2281.0)","(4240.0, 2280.0)",37.014
"(4240.0, 2280.0)","(4203.0, 2281.0)",37.014
"(3764.0, 2224.0)","(3801.0, 2223.0)",37.014
"(3474.0, 4015.0)","(3440.0, 3998.0)",38.013
"(4014.0, 3933.0)","(4029.0, 3968.0)",38.079
"(4029.0, 3968.0)","(4014.0, 3933.0)",38.079
"(3627.0, 2379.0)","(3652.0, 2408.0)",38.288
"(3652.0, 2408.0)","(3627.0, 2379.0)",38.288
"(3419.0, 3607.0)","(3418.0, 3568.0)",39.013
"(3293.0, 3274.0)","(3263.0, 3299.0)",39.051
"(3795.0, 2989.0)","(3797.0, 2950.0)",39.051
"(2537.0, 4730.0)","(2547.0, 4692.0)",39.294
"(3784.0, 3801.0)","(3820.0, 3817.0)",39.395
"(3029.0, 4756.0)","(3066.0, 4770.0)",39.56
"(3428.0, 3752.0)","(3390.0, 3741.0)",39.56
"(3390.0, 3741.0)","(3428.0, 3752.0)",39.56
"(853.0, 9031.0)","(890.0, 9045.0)",39.56
"(3071.0, 3426.0)","(3054.0, 3390.0)",39.812
"(3054.0, 3390.0)","(3071.0, 3426.0)",39.812
"(3938.0, 5563.0)","(3963.0, 5532.0)",39.825
"(5158.0, 1960.0)","(5167.0, 1999.0)",40.025
"(2457.0, 4942.0)","(2455.0, 4982.0)",40.05
"(2455.0, 4982.0)","(2457.0, 4942.0)",40.05
"(2817.0, 5529.0)","(2794.0, 5496.0)",40.224
"(2794.0, 5496.0)","(2817.0, 5529.0)",40.224
"(3710.0, 3858.0)","(3746.0, 3840.0)",40.249
"(3746.0, 3840.0)","(3710.0, 3858.0)",40.249
"(2525.0, 5481.0)","(2519.0, 5521.0)",40.447
"(2519.0, 5521.0)","(2525.0, 5481.0)",40.447
"(2490.0, 5702.0)","(2524.0, 5680.0)",40.497
"(2524.0, 5680.0)","(2490.0, 5702.0)",40.497
"(2572.0, 5294.0)","(2539.0, 5270.0)",40.804
"(2539.0, 5270.0)","(2572.0, 5294.0)",40.804
"(2982.0, 3744.0)","(2941.0, 3743.0)",41.012
"(2941.0, 3743.0)","(2982.0, 3744.0)",41.012
"(2821.0, 5610.0)","(2848.0, 5579.0)",41.11
"(2848.0, 5579.0)","(2821.0, 5610.0)",41.11
"(2912.0, 5398.0)","(2908.0, 5357.0)",41.195
"(2498.0, 4935.0)","(2457.0, 4942.0)",41.593
"(2916.0, 5290.0)","(2887.0, 5320.0)",41.725
"(1919.0, 7407.0)","(1947.0, 7376.0)",41.773
"(1947.0, 7376.0)","(1919.0, 7407.0)",41.773
"(4057.0, 3319.0)","(4048.0, 3360.0)",41.976
"(4048.0, 3360.0)","(4057.0, 3319.0)",41.976
"(3855.0, 3281.0)","(3813.0, 3279.0)",42.048
"(3813.0, 3279.0)","(3855.0, 3281.0)",42.048
"(3762.0, 2295.0)","(3720.0, 2299.0)",42.19
"(3720.0, 2299.0)","(3762.0, 2295.0)",42.19
"(1447.0, 5096.0)","(1486.0, 5079.0)",42.544
"(3984.0, 5654.0)","(3958.0, 5620.0)",42.802
"(3958.0, 5620.0)","(3984.0, 5654.0)",42.802
"(4020.0, 4010.0)","(4029.0, 3968.0)",42.953
"(2879.0, 4848.0)","(2910.0, 4878.0)",43.139
"(2910.0, 4878.0)","(2879.0, 4848.0)",43.139
"(1297.0, 8368.0)","(1255.0, 8358.0)",43.174
"(2652.0, 5131.0)","(2679.0, 5165.0)",43.417
"(2679.0, 5165.0)","(2652.0, 5131.0)",43.417
"(1718.0, 6601.0)","(1678.0, 6618.0)",43.463
"(1678.0, 6618.0)","(1718.0, 6601.0)",43.463
"(3752.0, 4710.0)","(3715.0, 4733.0)",43.566
"(3715.0, 4733.0)","(3752.0, 4710.0)",43.566
"(3099.0, 5004.0)","(3089.0, 4961.0)",44.147
"(3089.0, 4961.0)","(3099.0, 5004.0)",44.147
"(3852.0, 3615.0)","(3808.0, 3619.0)",44.181
"(807.0, 9026.0)","(786.0, 8987.0)",44.294
"(786.0, 8987.0)","(807.0, 9026.0)",44.294
"(3509.0, 3301.0)","(3466.0, 3289.0)",44.643
"(4249.0, 1525.0)","(4208.0, 1543.0)",44.777
"(4208.0, 1543.0)","(4249.0, 1525.0)",44.777
"(1013.0, 8837.0)","(973.0, 8858.0)",45.177
"(973.0, 8858.0)","(1013.0, 8837.0)",45.177
"(3854.0, 5185.0)","(3840.0, 5142.0)",45.222
"(2338.0, 4907.0)","(2301.0, 4934.0)",45.804
"(2301.0, 4934.0)","(2338.0, 4907.0)",45.804
"(3608.0, 2337.0)","(3627.0, 2379.0)",46.098
"(3196.0, 4802.0)","(3242.0, 4806.0)",46.174
"(3128.0, 3485.0)","(3116.0, 3530.0)",46.573
"(3116.0, 3530.0)","(3128.0, 3485.0)",46.573
"(3619.0, 5234.0)","(3653.0, 5266.0)",46.69
"(3653.0, 5266.0)","(3619.0, 5234.0)",46.69
"(1051.0, 8687.0)","(1015.0, 8657.0)",46.861
"(1015.0, 8657.0)","(1051.0, 8687.0)",46.861
"(4043.0, 3274.0)","(4057.0, 3319.0)",47.127
"(1470.0, 8727.0)","(1515.0, 8712.0)",47.434
"(1515.0, 8712.0)","(1470.0, 8727.0)",47.434
"(3103.0, 5357.0)","(3094.0, 5404.0)",47.854
"(3915.0, 3400.0)","(3894.0, 3357.0)",47.854
"(3094.0, 5404.0)","(3103.0, 5357.0)",47.854
"(3894.0, 3357.0)","(3915.0, 3400.0)",47.854
"(1073.0, 8644.0)","(1051.0, 8687.0)",48.301
"(2584.0, 5247.0)","(2572.0, 5294.0)",48.508
"(3754.0, 5288.0)","(3740.0, 5335.0)",49.041
"(1909.0, 6948.0)","(1957.0, 6959.0)",49.244
"(1957.0, 6959.0)","(1909.0, 6948.0)",49.244
"(1197.0, 8240.0)","(1237.0, 8269.0)",49.406
"(1949.0, 6049.0)","(1941.0, 6098.0)",49.649
"(3327.0, 2636.0)","(3307.0, 2682.0)",50.16
"(2826.0, 4406.0)","(2819.0, 4456.0)",50.488
"(2819.0, 4456.0)","(2826.0, 4406.0)",50.488
"(3224.0, 5395.0)","(3233.0, 5445.0)",50.804
"(2095.0, 5852.0)","(2090.0, 5801.0)",51.245
"(2090.0, 5801.0)","(2095.0, 5852.0)",51.245
"(3870.0, 5633.0)","(3888.0, 5584.0)",52.202
"(3888.0, 5584.0)","(3870.0, 5633.0)",52.202
"(2890.0, 5142.0)","(2925.0, 5181.0)",52.402
"(1225.0, 8935.0)","(1198.0, 8890.0)",52.479
"(4504.0, 2425.0)","(4531.0, 2470.0)",52.479
"(1198.0, 8890.0)","(1225.0, 8935.0)",52.479
"(4531.0, 2470.0)","(4504.0, 2425.0)",52.479
"(3674.0, 3959.0)","(3650.0, 3912.0)",52.773
"(1461.0, 8779.0)","(1470.0, 8727.0)",52.773
"(3650.0, 3912.0)","(3674.0, 3959.0)",52.773
"(3221.0, 3899.0)","(3204.0, 3949.0)",52.811
"(2780.0, 5400.0)","(2731.0, 5380.0)",52.924
"(3494.0, 3607.0)","(3466.0, 3562.0)",53.0
"(1904.0, 6163.0)","(1935.0, 6120.0)",53.009
"(885.0, 9411.0)","(832.0, 9408.0)",53.085
"(832.0, 9408.0)","(885.0, 9411.0)",53.085
"(873.0, 9909.0)","(869.0, 9856.0)",53.151
"(869.0, 9856.0)","(873.0, 9909.0)",53.151
"(3804.0, 2479.0)","(3758.0, 2452.0)",53.339
"(3758.0, 2452.0)","(3804.0, 2479.0)",53.339
"(3438.0, 3657.0)","(3419.0, 3607.0)",53.488
"(3285.0, 3972.0)","(3232.0, 3962.0)",53.935
"(1188.0, 9560.0)","(1239.0, 9578.0)",54.083
"(3405.0, 3312.0)","(3459.0, 3319.0)",54.452
"(1032.0, 8264.0)","(1025.0, 8210.0)",54.452
"(1025.0, 8210.0)","(1032.0, 8264.0)",54.452
"(3662.0, 2328.0)","(3608.0, 2337.0)",54.745
"(3158.0, 3389.0)","(3111.0, 3359.0)",55.758
"(3111.0, 3359.0)","(3158.0, 3389.0)",55.758
"(3160.0, 5245.0)","(3118.0, 5282.0)",55.973
"(3118.0, 5282.0)","(3160.0, 5245.0)",55.973
"(3837.0, 3503.0)","(3808.0, 3551.0)",56.08
"(3808.0, 3551.0)","(3837.0, 3503.0)",56.08
"(3137.0, 4013.0)","(3180.0, 3977.0)",56.08
"(3673.0, 4189.0)","(3706.0, 4235.0)",56.613
"(3706.0, 4235.0)","(3673.0, 4189.0)",56.613
"(2197.0, 4933.0)","(2191.0, 4990.0)",57.315
"(2191.0, 4990.0)","(2197.0, 4933.0)",57.315
"(3700.0, 4406.0)","(3687.0, 4350.0)",57.489
"(3687.0, 4350.0)","(3700.0, 4406.0)",57.489
"(1333.0, 8259.0)","(1323.0, 8202.0)",57.871
"(4192.0, 2338.0)","(4203.0, 2281.0)",58.052
"(2595.0, 5533.0)","(2646.0, 5561.0)",58.181
"(3658.0, 2726.0)","(3716.0, 2721.0)",58.215
"(3716.0, 2721.0)","(3658.0, 2726.0)",58.215
"(2912.0, 4199.0)","(2896.0, 4255.0)",58.241
"(2896.0, 4255.0)","(2912.0, 4199.0)",58.241
"(3967.0, 5710.0)","(3984.0, 5654.0)",58.523
"(4285.0, 1644.0)","(4337.0, 1671.0)",58.592
"(4337.0, 1671.0)","(4285.0, 1644.0)",58.592
"(3487.0, 3755.0)","(3428.0, 3752.0)",59.076
"(3857.0, 2452.0)","(3804.0, 2479.0)",59.481
"(3802.0, 3744.0)","(3784.0, 3801.0)",59.775
"(3096.0, 3751.0)","(3094.0, 3811.0)",60.033
"(3094.0, 3811.0)","(3096.0, 3751.0)",60.033
"(1354.0, 8347.0)","(1297.0, 8368.0)",60.745
"(3746.0, 2917.0)","(3797.0, 2950.0)",60.745
"(2350.0, 5757.0)","(2405.0, 5731.0)",60.836
"(2405.0, 5731.0)","(2350.0, 5757.0)",60.836
"(4642.0, 2337.0)","(4647.0, 2398.0)",61.205
"(4647.0, 2398.0)","(4642.0, 2337.0)",61.205
"(3853.0, 3919.0)","(3904.0, 3885.0)",61.294
"(4446.0, 2310.0)","(4502.0, 2285.0)",61.327
"(4502.0, 2285.0)","(4446.0, 2310.0)",61.327
"(2928.0, 3868.0)","(2983.0, 3840.0)",61.717
"(892.0, 8931.0)","(904.0, 8992.0)",62.169
"(3508.0, 2873.0)","(3455.0, 2839.0)",62.968
"(3455.0, 2839.0)","(3508.0, 2873.0)",62.968
"(3827.0, 5356.0)","(3849.0, 5415.0)",62.968
"(3849.0, 5415.0)","(3827.0, 5356.0)",62.968
"(3966.0, 3136.0)","(4029.0, 3133.0)",63.071
"(2953.0, 5123.0)","(2957.0, 5186.0)",63.127
"(3175.0, 5486.0)","(3233.0, 5461.0)",63.159
"(993.0, 10028.0)","(930.0, 10034.0)",63.285
"(930.0, 10034.0)","(993.0, 10028.0)",63.285
"(3187.0, 3462.0)","(3128.0, 3485.0)",63.325
"(684.0, 7773.0)","(722.0, 7722.0)",63.6
"(722.0, 7722.0)","(684.0, 7773.0)",63.6
"(1841.0, 6153.0)","(1904.0, 6163.0)",63.789
"(1297.0, 7787.0)","(1263.0, 7841.0)",63.812
"(1263.0, 7841.0)","(1297.0, 7787.0)",63.812
"(1441.0, 5020.0)","(1495.0, 5054.0)",63.812
"(2936.0, 3298.0)","(2995.0, 3325.0)",64.885
"(3014.0, 3458.0)","(3071.0, 3426.0)",65.368
"(2785.0, 3747.0)","(2748.0, 3801.0)",65.46
"(2748.0, 3801.0)","(2785.0, 3747.0)",65.46
"(3572.0, 5188.0)","(3619.0, 5234.0)",65.765
"(3787.0, 3918.0)","(3853.0, 3919.0)",66.008
"(2518.0, 5588.0)","(2519.0, 5521.0)",67.007
"(2657.0, 5429.0)","(2720.0, 5406.0)",67.067
"(3390.0, 3507.0)","(3418.0, 3568.0)",67.119
"(2996.0, 5422.0)","(3020.0, 5359.0)",67.417
"(3692.0, 4024.0)","(3674.0, 3959.0)",67.446
"(1124.0, 8170.0)","(1075.0, 8123.0)",67.897
"(3346.0, 3440.0)","(3395.0, 3393.0)",67.897
"(1075.0, 8123.0)","(1124.0, 8170.0)",67.897
"(3395.0, 3393.0)","(3346.0, 3440.0)",67.897
"(1902.0, 6805.0)","(1914.0, 6872.0)",68.066
"(3004.0, 4691.0)","(3029.0, 4756.0)",69.642
"(5119.0, 2618.0)","(5183.0, 2646.0)",69.857
"(5183.0, 2646.0)","(5119.0, 2618.0)",69.857
"(3732.0, 3740.0)","(3802.0, 3744.0)",70.114
"(2020.0, 5807.0)","(2090.0, 5801.0)",70.257
"(4022.0, 2209.0)","(4059.0, 2149.0)",70.491
"(4059.0, 2149.0)","(4022.0, 2209.0)",70.491
"(973.0, 8160.0)","(927.0, 8215.0)",71.701
"(927.0, 8215.0)","(973.0, 8160.0)",71.701
"(3246.0, 4939.0)","(3235.0, 5010.0)",71.847
"(2813.0, 4877.0)","(2879.0, 4848.0)",72.09
"(3663.0, 2798.0)","(3658.0, 2726.0)",72.173
"(1957.0, 5843.0)","(2020.0, 5807.0)",72.56
"(2555.0, 4890.0)","(2498.0, 4935.0)",72.622
"(4739.0, 2228.0)","(4690.0, 2174.0)",72.918
"(4690.0, 2174.0)","(4739.0, 2228.0)",72.918
"(1203.0, 9642.0)","(1239.0, 9578.0)",73.43
"(3964.0, 3333.0)","(3894.0, 3357.0)",74.0
"(2864.0, 3829.0)","(2928.0, 3868.0)",74.947
"(3892.0, 4389.0)","(3851.0, 4452.0)",75.166
"(3581.0, 5299.0)","(3619.0, 5234.0)",75.293
"(3969.0, 3771.0)","(4021.0, 3826.0)",75.69
"(4021.0, 3826.0)","(3969.0, 3771.0)",75.69
"(3509.0, 3377.0)","(3509.0, 3301.0)",76.0
"(3499.0, 4677.0)","(3565.0, 4639.0)",76.158
"(4000.0, 3701.0)","(3969.0, 3771.0)",76.557
"(2935.0, 3375.0)","(2936.0, 3298.0)",77.006
"(833.0, 9331.0)","(832.0, 9408.0)",77.006
"(3041.0, 3549.0)","(3116.0, 3530.0)",77.369
"(3893.0, 3110.0)","(3966.0, 3136.0)",77.492
"(4571.0, 1830.0)","(4609.0, 1898.0)",77.897
"(2585.0, 4624.0)","(2547.0, 4692.0)",77.897
"(4609.0, 1898.0)","(4571.0, 1830.0)",77.897
"(4068.0, 1293.0)","(4132.0, 1338.0)",78.237
"(4132.0, 1338.0)","(4068.0, 1293.0)",78.237
"(1030.0, 9021.0)","(975.0, 9077.0)",78.492
"(975.0, 9077.0)","(1030.0, 9021.0)",78.492
"(2156.0, 5902.0)","(2095.0, 5852.0)",78.873
"(4726.0, 1810.0)","(4669.0, 1755.0)",79.209
"(3123.0, 3921.0)","(3045.0, 3937.0)",79.624
"(3045.0, 3937.0)","(3123.0, 3921.0)",79.624
"(3528.0, 5120.0)","(3572.0, 5188.0)",80.994
"(4693.0, 2465.0)","(4647.0, 2398.0)",81.271
"(2963.0, 4089.0)","(2882.0, 4098.0)",81.498
"(2348.0, 5540.0)","(2429.0, 5528.0)",81.884
"(3262.0, 3496.0)","(3187.0, 3462.0)",82.347
"(5162.0, 2547.0)","(5119.0, 2618.0)",83.006
"(3900.0, 4003.0)","(3828.0, 4045.0)",83.355
"(3828.0, 4045.0)","(3900.0, 4003.0)",83.355
"(5096.0, 2496.0)","(5162.0, 2547.0)",83.409
"(3951.0, 5441.0)","(3961.0, 5524.0)",83.6
"(1848.0, 6687.0)","(1844.0, 6603.0)",84.095
"(1844.0, 6603.0)","(1848.0, 6687.0)",84.095
"(868.0, 9494.0)","(885.0, 9411.0)",84.723
"(2574.0, 4459.0)","(2659.0, 4469.0)",85.586
"(2659.0, 4469.0)","(2574.0, 4459.0)",85.586
"(2978.0, 4826.0)","(2910.0, 4878.0)",85.604
"(4337.0, 1576.0)","(4285.0, 1644.0)",85.604
"(3075.0, 4873.0)","(3091.0, 4788.0)",86.493
"(1134.0, 8831.0)","(1198.0, 8890.0)",87.046
"(1190.0, 7889.0)","(1263.0, 7841.0)",87.367
"(3643.0, 3673.0)","(3596.0, 3599.0)",87.664
"(3596.0, 3599.0)","(3643.0, 3673.0)",87.664
"(1210.0, 8153.0)","(1124.0, 8170.0)",87.664
"(3477.0, 5013.0)","(3396.0, 4979.0)",87.846
"(3396.0, 4979.0)","(3477.0, 5013.0)",87.846
"(3924.0, 2509.0)","(3857.0, 2452.0)",87.966
"(5088.0, 2316.0)","(5041.0, 2241.0)",88.51
"(5041.0, 2241.0)","(5088.0, 2316.0)",88.51
"(4442.0, 1662.0)","(4417.0, 1747.0)",88.6
"(3878.0, 4714.0)","(3891.0, 4626.0)",88.955
"(3891.0, 4626.0)","(3878.0, 4714.0)",88.955
"(3915.0, 4540.0)","(3891.0, 4626.0)",89.286
"(1745.0, 6171.0)","(1795.0, 6245.0)",89.308
"(1795.0, 6245.0)","(1745.0, 6171.0)",89.308
"(3296.0, 2384.0)","(3272.0, 2297.0)",90.25
"(3272.0, 2297.0)","(3296.0, 2384.0)",90.25
"(2004.0, 7171.0)","(2044.0, 7252.0)",90.338
"(2669.0, 3845.0)","(2748.0, 3801.0)",90.427
"(4376.0, 1494.0)","(4337.0, 1576.0)",90.802
"(2682.0, 4756.0)","(2598.0, 4721.0)",91.0
