X,Y,cluster_id
3681.0,2905.0,75
2373.0,4900.0,76
2347.0,4878.0,76
4209.0,2181.0,77
4213.0,2203.0,77
1737.0,4921.0,78
1717.0,4946.0,78
4451.0,2393.0,79
4496.0,2380.0,79
2365.0,4757.0,80
2386.0,4749.0,80
2600.0,5357.0,81
2638.0,5381.0,81
1411.0,8485.0,82
1407.0,8449.0,82
2876.0,5166.0,83
2894.0,5199.0,83
2894.0,5155.0,83
3530.0,5141.0,84
3571.0,5139.0,84
3536.0,5170.0,84
3940.0,4194.0,85
3930.0,4170.0,85
3827.0,4818.0,86
3792.0,4809.0,86
1563.0,4948.0,87
1541.0,4911.0,87
2549.0,4426.0,88
2559.0,4459.0,88
2936.0,3778.0,89
2974.0,3765.0,89
3024.0,4885.0,90
3058.0,4854.0,90
2692.0,5225.0,91
2680.0,5227.0,91
3215.0,5083.0,92
1251.0,8690.0,93
1240.0,8690.0,93
3141.0,3414.0,94
3173.0,3436.0,94
3169.0,3447.0,94
3205.0,4752.0,95
4229.0,1615.0,96
1228.0,7790.0,97
1249.0,7820.0,97
1264.0,7815.0,97
2084.0,5745.0,98
2084.0,5778.0,98
2110.0,4886.0,99
1109.0,8921.0,100
3956.0,3834.0,101
3249.0,3347.0,102
2700.0,4580.0,103
2659.0,4593.0,103
4640.0,1823.0,104
3400.0,3865.0,105
3253.0,2564.0,106
3755.0,4886.0,107
3418.0,4973.0,108
1106.0,8657.0,109
1364.0,8525.0,110
3273.0,4798.0,111
959.0,8930.0,112
4001.0,3671.0,113
2150.0,5023.0,114
4465.0,2032.0,115
892.0,8886.0,116
1876.0,7165.0,117
3363.0,2270.0,118
3444.0,5324.0,119
1928.0,7044.0,120
3461.0,4594.0,121
3840.0,5139.0,122
3819.0,5101.0,122
853.0,8705.0,123
2595.0,5492.0,124
4846.0,1994.0,125
3895.0,4039.0,126
3881.0,4054.0,126
3283.0,3647.0,127
3792.0,3089.0,128
1841.0,6918.0,129
1092.0,9381.0,130
1178.0,9257.0,131
3378.0,2682.0,132
3361.0,2663.0,132
4902.0,2428.0,133
2963.0,3307.0,134
2598.0,3855.0,135
3072.0,5175.0,136
3101.0,5184.0,136
4147.0,1251.0,137
3205.0,3950.0,138
3512.0,2872.0,139
3685.0,4154.0,140
3258.0,5445.0,141
5044.0,2415.0,142
5086.0,2414.0,142
5055.0,2418.0,142
912.0,7778.0,143
889.0,7766.0,143
4354.0,1661.0,144
4373.0,1672.0,144
3154.0,5050.0,145
392.0,7894.0,146
3789.0,4355.0,147
3792.0,4327.0,147
3501.0,5088.0,148
767.0,9824.0,149
781.0,9799.0,149
900.0,9570.0,150
3841.0,3999.0,151
4776.0,2346.0,152
713.0,8836.0,153
737.0,8819.0,153
3687.0,4548.0,154
3271.0,3520.0,155
1912.0,6143.0,156
1908.0,6135.0,156
3044.0,3248.0,157
1436.0,8392.0,158
4005.0,3429.0,159
4012.0,3462.0,159
3325.0,3432.0,160
3358.0,3422.0,160
1054.0,9904.0,161
2464.0,4989.0,162
1776.0,4872.0,163
2940.0,5393.0,164
3288.0,2767.0,165
1932.0,9255.0,166
3996.0,3922.0,167
4039.0,3921.0,167
4022.0,3917.0,167
3546.0,2821.0,168
3325.0,5116.0,169
3362.0,5127.0,169
2420.0,5598.0,170
3289.0,5379.0,171
3282.0,5391.0,171
2949.0,4613.0,172
2963.0,4620.0,172
2929.0,4558.0,173
2089.0,5908.0,174
2110.0,5899.0,174
3378.0,3475.0,175
3346.0,3503.0,175
1856.0,6778.0,176
3595.0,3287.0,177
3599.0,3254.0,177
917.0,8458.0,178
3835.0,2455.0,179
1721.0,6098.0,180
1716.0,6113.0,180
4608.0,1671.0,181
943.0,9721.0,182
918.0,9743.0,182
3820.0,5047.0,183
1814.0,6740.0,184
3832.0,2300.0,185
2815.0,4865.0,186
4477.0,1588.0,187
4023.0,3777.0,188
5129.0,1817.0,189
3505.0,3273.0,190
2144.0,7471.0,191
1341.0,8795.0,192
2884.0,3680.0,193
2850.0,5446.0,194
2869.0,3926.0,195
4520.0,1686.0,196
791.0,8905.0,197
1861.0,7419.0,198
1724.0,9177.0,199
4072.0,6263.0,200
2552.0,4758.0,201
3685.0,3700.0,202
3468.0,2507.0,203
666.0,8940.0,204
3873.0,2625.0,205
3376.0,2756.0,206
3597.0,2321.0,207
3709.0,4003.0,208
3346.0,3286.0,209
3835.0,2368.0,210
1267.0,8420.0,211
3724.0,3500.0,212
3589.0,4737.0,213
1946.0,6463.0,214
1497.0,5082.0,215
4663.0,2026.0,216
1954.0,6547.0,217
3636.0,5019.0,218
1299.0,9061.0,219
4137.0,1097.0,220
3534.0,3166.0,221
3793.0,4964.0,222
1996.0,5730.0,223
3968.0,1105.0,224
3327.0,2529.0,225
2524.0,4376.0,226
1853.0,6360.0,227
3409.0,2335.0,228
1023.0,8661.0,229
4832.0,1794.0,230
3840.0,3737.0,231
4753.0,1810.0,232
3536.0,3555.0,233
1085.0,8208.0,234
2983.0,4536.0,235
4553.0,2486.0,236
4472.0,1916.0,237
3608.0,3772.0,238
1851.0,7026.0,239
3768.0,3566.0,240
4321.0,1574.0,241
3874.0,4322.0,242
539.0,7789.0,243
2300.0,4831.0,244
2999.0,5373.0,245
3277.0,4913.0,246
1859.0,9293.0,247
2735.0,5367.0,248
4851.0,2144.0,249
2794.0,3661.0,250
3224.0,4138.0,251
4616.0,2097.0,252
2443.0,4455.0,253
3143.0,4931.0,254
3215.0,4958.0,255
1261.0,5197.0,256
3713.0,4359.0,257
3380.0,4770.0,258
4301.0,2115.0,259
1056.0,7797.0,260
3702.0,3114.0,261
1257.0,8191.0,262
3075.0,5415.0,263
4008.0,2803.0,264
3162.0,4184.0,265
3759.0,3669.0,266
3008.0,5486.0,267
4000.0,1173.0,268
3927.0,3637.0,269
3905.0,2346.0,270
3979.0,3059.0,271
2825.0,5532.0,272
3299.0,2356.0,273
3660.0,3055.0,274
3642.0,3042.0,274
2643.0,5165.0,275
4649.0,2476.0,276
2723.0,5290.0,277
2473.0,4596.0,278
1983.0,5903.0,279
3937.0,5475.0,280
3812.0,4506.0,281
5207.0,1747.0,282
2871.0,4290.0,283
2928.0,5324.0,284
3618.0,4535.0,285
1268.0,9651.0,286
4060.0,6194.0,287
2730.0,4082.0,288
4450.0,2136.0,289
4383.0,2252.0,290
3237.0,5158.0,291
3835.0,5293.0,292
3749.0,3740.0,293
1080.0,9060.0,294
845.0,9263.0,295
961.0,8540.0,296
1878.0,4889.0,297
5143.0,1723.0,298
1119.0,9117.0,299
4162.0,1727.0,300
2634.0,4820.0,301
2922.0,5055.0,302
2860.0,3459.0,303
3109.0,3896.0,304
3085.0,3797.0,305
3770.0,2324.0,306
3041.0,5013.0,307
4434.0,2299.0,308
2903.0,4884.0,309
3495.0,3855.0,310
1976.0,7247.0,311
1181.0,9887.0,312
2713.0,3804.0,313
4430.0,1632.0,314
2015.0,6044.0,315
3249.0,5329.0,316
3601.0,3384.0,317
1257.0,8117.0,318
2261.0,5793.0,319
951.0,7828.0,320
942.0,7850.0,320
3922.0,4385.0,321
455.0,7887.0,322
3807.0,5191.0,323
3876.0,5459.0,324
1250.0,8798.0,325
2482.0,4929.0,326
2602.0,4925.0,327
1031.0,7998.0,328
2522.0,4691.0,329
2531.0,4619.0,330
4175.0,1383.0,331
902.0,9508.0,332
4965.0,1999.0,333
3639.0,2757.0,334
3486.0,4799.0,335
1274.0,8058.0,336
4785.0,2412.0,337
626.0,7767.0,338
2779.0,4692.0,339
3041.0,3553.0,340
3221.0,3477.0,341
3087.0,3638.0,342
3810.0,3878.0,343
2869.0,4619.0,344
4515.0,2441.0,345
4268.0,2262.0,346
3482.0,3635.0,347
4079.0,1096.0,348
816.0,9365.0,349
4500.0,2293.0,350
3521.0,4210.0,351
3389.0,3761.0,352
1837.0,6202.0,353
3689.0,2783.0,354
3140.0,3304.0,355
979.0,8593.0,356
2946.0,3692.0,357
588.0,7815.0,358
3884.0,4827.0,359
2444.0,5648.0,360
3074.0,4198.0,361
2979.0,3648.0,362
3572.0,3679.0,363
3444.0,3897.0,364
723.0,9876.0,365
1335.0,9672.0,366
3576.0,2975.0,367
