X,Y,cluster_id
2705.0,4473.0,18
3976.0,5721.0,87
903.0,9253.0,58
2843.0,3550.0,215
1862.0,6351.0,178
2659.0,5152.0,165
3753.0,2733.0,115
3970.0,4274.0,316
1362.0,8637.0,77
3317.0,3518.0,242
3062.0,3851.0,224
5014.0,2070.0,16
3845.0,2258.0,302
1909.0,6418.0,252
5132.0,1844.0,82
2749.0,4986.0,45
3522.0,4744.0,76
1021.0,9088.0,35
3453.0,2576.0,350
3598.0,4094.0,267
3597.0,5107.0,180
3810.0,2487.0,1
2810.0,3820.0,26
1132.0,9480.0,15
3490.0,2856.0,117
1164.0,8926.0,375
3775.0,2737.0,115
3176.0,4864.0,9
4602.0,2480.0,32
4698.0,2482.0,257
385.0,7913.0,12
3641.0,3975.0,376
1218.0,9570.0,134
3798.0,2585.0,83
998.0,8958.0,191
1760.0,6124.0,331
2901.0,3853.0,80
1721.0,4931.0,25
4726.0,1801.0,255
3984.0,2985.0,37
3961.0,5470.0,311
3424.0,4819.0,245
5163.0,1809.0,82
2802.0,5360.0,22
3077.0,3747.0,113
4595.0,1855.0,139
1136.0,8751.0,31
3990.0,2541.0,327
3961.0,5736.0,87
979.0,7891.0,44
3999.0,3077.0,37
4618.0,2216.0,209
3409.0,3272.0,6
4436.0,2135.0,4
3009.0,5107.0,193
1102.0,9938.0,240
1889.0,7399.0,298
4321.0,2096.0,290
1449.0,8446.0,356
3504.0,2744.0,14
2633.0,5418.0,91
2494.0,4989.0,17
2761.0,4971.0,45
1973.0,6049.0,103
4022.0,1115.0,187
3645.0,4936.0,42
1114.0,9056.0,146
1757.0,4937.0,25
2007.0,9158.0,198
3746.0,2857.0,19
3555.0,5186.0,256
3503.0,3978.0,36
3947.0,4413.0,67
2479.0,5337.0,329
855.0,9184.0,41
4074.0,5778.0,323
2999.0,5010.0,3
1064.0,10021.0,74
2422.0,4922.0,46
1952.0,7039.0,138
4074.0,2471.0,124
3269.0,5327.0,321
3174.0,3947.0,219
3477.0,3047.0,348
4411.0,2181.0,4
4570.0,2403.0,128
3936.0,4167.0,192
961.0,7828.0,20
3347.0,3696.0,310
3467.0,4167.0,214
3330.0,3682.0,310
4039.0,3170.0,248
2077.0,9195.0,64
4977.0,2427.0,34
860.0,9875.0,297
1531.0,4968.0,254
1997.0,7458.0,182
3208.0,3669.0,10
3034.0,5103.0,193
1529.0,8653.0,100
4529.0,2069.0,50
920.0,9282.0,58
3773.0,2616.0,83
1444.0,5021.0,285
2698.0,3863.0,230
1357.0,9252.0,108
2524.0,5447.0,186
3328.0,3256.0,244
731.0,9044.0,220
2598.0,4472.0,11
2953.0,4584.0,55
4408.0,2191.0,4
3886.0,4140.0,232
827.0,7687.0,49
1773.0,9251.0,89
1109.0,9285.0,120
2577.0,4951.0,163
3627.0,3292.0,7
3608.0,5014.0,218
2957.0,5059.0,3
3704.0,2398.0,95
3155.0,4804.0,94
5039.0,2348.0,114
3022.0,4817.0,5
2611.0,4442.0,11
3461.0,5315.0,253
3607.0,2244.0,85
3586.0,4396.0,271
1062.0,8971.0,340
3956.0,5638.0,112
3971.0,2638.0,309
3224.0,3353.0,141
1444.0,8387.0,378
2789.0,4095.0,222
2556.0,5614.0,391
4468.0,1717.0,109
2417.0,5034.0,373
2680.0,4683.0,38
3581.0,3125.0,21
1777.0,6524.0,337
3628.0,2274.0,85
3571.0,4584.0,335
3985.0,3925.0,196
3548.0,3095.0,21
4534.0,1810.0,173
1388.0,5194.0,296
2967.0,5051.0,3
3965.0,2985.0,37
3635.0,3345.0,7
3762.0,2822.0,19
2031.0,7406.0,86
3173.0,3779.0,24
1041.0,9052.0,35
4022.0,4140.0,259
1357.0,8899.0,330
4387.0,1997.0,54
3433.0,3987.0,36
2689.0,4393.0,18
3807.0,4708.0,168
4500.0,2397.0,157
1011.0,7905.0,44
3048.0,4068.0,262
3171.0,4760.0,94
1305.0,5227.0,84
3072.0,3427.0,8
2600.0,4430.0,11
3738.0,4026.0,123
3952.0,4407.0,67
2100.0,5719.0,172
3519.0,4784.0,76
2512.0,4680.0,334
3553.0,3326.0,7
3691.0,4312.0,121
2582.0,4385.0,11
3353.0,2218.0,363
1240.0,8643.0,99
3163.0,5247.0,61
3657.0,5201.0,195
3475.0,3984.0,36
3296.0,5103.0,367
3778.0,5091.0,237
5049.0,1817.0,105
2015.0,7342.0,86
1321.0,8520.0,70
2015.0,9449.0,110
4275.0,1271.0,101
3673.0,3379.0,7
3279.0,4846.0,332
1587.0,5025.0,260
1478.0,8575.0,382
4359.0,2159.0,388
3030.0,3327.0,149
2637.0,5463.0,91
3301.0,5389.0,148
4330.0,1659.0,194
1149.0,9885.0,213
2643.0,5311.0,151
3605.0,4923.0,42
2964.0,4959.0,3
3933.0,2798.0,144
1771.0,6796.0,177
798.0,9793.0,225
3393.0,3810.0,122
3169.0,5329.0,238
1806.0,9304.0,221
3659.0,5114.0,210
3780.0,4997.0,97
3235.0,3538.0,374
2925.0,5531.0,72
2090.0,9226.0,64
5029.0,2192.0,118
3526.0,5101.0,306
4623.0,2096.0,0
3854.0,4274.0,93
913.0,9786.0,288
966.0,8520.0,104
3424.0,3311.0,6
342.0,7930.0,12
2535.0,5005.0,17
1962.0,6844.0,231
2804.0,3622.0,125
2103.0,5878.0,129
1518.0,5082.0,127
3820.0,3371.0,96
3857.0,3796.0,147
1305.0,9674.0,140
4978.0,2287.0,318
889.0,8534.0,133
2518.0,4770.0,98
1929.0,7063.0,138
732.0,8985.0,188
1775.0,7092.0,47
2497.0,4586.0,313
2682.0,4958.0,142
5157.0,1833.0,82
2931.0,4129.0,372
991.0,9888.0,368
3527.0,3181.0,272
4356.0,1723.0,324
3760.0,4086.0,174
2774.0,5561.0,111
1342.0,9245.0,108
1342.0,8229.0,66
929.0,9154.0,354
1109.0,9434.0,15
3643.0,3692.0,325
1285.0,8027.0,162
2949.0,4684.0,184
3968.0,2642.0,309
4133.0,1426.0,13
1009.0,7836.0,20
2935.0,5049.0,3
4089.0,1095.0,40
4964.0,2388.0,34
4425.0,2028.0,54
837.0,9004.0,132
2414.0,5543.0,282
3853.0,2769.0,166
1095.0,10048.0,74
2759.0,5391.0,22
3591.0,5236.0,183
3469.0,3629.0,278
1298.0,9685.0,140
4364.0,1294.0,317
5090.0,2135.0,167
3345.0,2333.0,60
936.0,9979.0,126
1005.0,8110.0,48
3712.0,5210.0,27
1984.0,9447.0,110
3276.0,2350.0,152
3808.0,3397.0,96
3227.0,3853.0,68
3900.0,4475.0,62
2991.0,4172.0,23
2838.0,5410.0,156
1351.0,8516.0,70
3390.0,2586.0,119
3026.0,4144.0,23
375.0,7831.0,59
4327.0,2311.0,153
3845.0,4041.0,158
4447.0,2258.0,136
2572.0,5300.0,106
5148.0,2569.0,342
3290.0,2512.0,322
3954.0,5622.0,112
1562.0,8430.0,29
1942.0,6154.0,131
2315.0,5710.0,81
4428.0,1886.0,181
3258.0,3504.0,374
3897.0,3994.0,33
1506.0,8756.0,319
1363.0,8669.0,77
2972.0,4578.0,55
3848.0,2367.0,161
2878.0,5348.0,90
3067.0,4842.0,5
978.0,9194.0,226
2980.0,3711.0,143
4529.0,1946.0,69
2182.0,5867.0,320
3183.0,5140.0,185
3436.0,2792.0,135
3619.0,3347.0,7
3994.0,2757.0,57
4503.0,1866.0,164
2199.0,5620.0,107
3653.0,4530.0,73
889.0,7679.0,49
4723.0,2161.0,88
4237.0,1443.0,160
1047.0,7687.0,304
4064.0,2269.0,43
1123.0,8786.0,31
1051.0,9324.0,159
4076.0,2242.0,43
1953.0,6914.0,169
2879.0,5258.0,176
4222.0,2170.0,71
1864.0,6143.0,56
2884.0,5126.0,189
4069.0,1066.0,40
1167.0,9662.0,277
1386.0,8277.0,170
4615.0,2043.0,0
3765.0,4901.0,63
3933.0,2983.0,37
3683.0,2308.0,171
1591.0,7523.0,79
2340.0,5718.0,81
2967.0,4668.0,184
3729.0,3068.0,150
2414.0,4743.0,130
5212.0,2579.0,299
2017.0,9283.0,190
4974.0,2489.0,34
2726.0,4568.0,51
1811.0,7114.0,47
2046.0,7277.0,65
4708.0,2269.0,30
980.0,9092.0,35
1172.0,7783.0,28
4050.0,1400.0,13
1815.0,4880.0,75
3089.0,3932.0,52
